	Twet	Load	Hour(s)	TimeStamp(s)
2012-08-08 17:00:00	21.7	2560.8	61200	1344445200
2012-08-08 18:00:00	22.4	1716.9	64800	1344448800
2012-08-08 19:00:00	22.5	1775.1	68400	1344452400
2012-08-08 20:00:00	22.4	1784.8	72000	1344456000
2012-08-08 21:00:00	22.0	1784.8	75600	1344459600
2012-08-08 22:00:00	21.8	1755.7000000000005	79200	1344463200
2012-08-08 23:00:00	21.8	1668.4	82800	1344466800
2012-08-09 00:00:00	21.5	1105.8000000000004	0	1344470400
2012-08-09 01:00:00	21.1	1120.35	3600	1344474000
2012-08-09 02:00:00	21.1	970.0	7200	1344477600
2012-08-09 03:00:00	21.1	979.7	10800	1344481200
2012-08-09 04:00:00	20.5	970.0	14400	1344484800
2012-08-09 05:00:00	20.9	737.2	18000	1344488400
2012-08-09 06:00:00	23.3	1513.2	21600	1344492000
2012-08-09 07:00:00	24.1	2313.45	25200	1344495600
2012-08-09 08:00:00	23.9	2037.0	28800	1344499200
2012-08-09 09:00:00	24.3	2022.4500000000005	32400	1344502800
2012-08-09 10:00:00	23.8	2109.7500000000005	36000	1344506400
2012-08-09 11:00:00	24.1	2255.25	39600	1344510000
2012-08-09 12:00:00	24.9	2473.5	43200	1344513600
2012-08-09 13:00:00	24.1	2604.4500000000007	46800	1344517200
2012-08-09 14:00:00	24.8	1008.8	50400	1344520800
2012-08-09 15:00:00	25.0	1484.1	54000	1344524400
2012-08-09 16:00:00	23.2	1367.6999999999996	57600	1344528000
2012-08-09 17:00:00	22.4	1639.3	61200	1344531600
2012-08-09 18:00:00	23.9	1716.9	64800	1344535200
2012-08-09 19:00:00	21.5	1794.5	68400	1344538800
2012-08-09 20:00:00	20.9	1843.0	72000	1344542400
2012-08-09 21:00:00	21.1	1872.1000000000006	75600	1344546000
2012-08-09 22:00:00	21.1	1833.3	79200	1344549600
2012-08-09 23:00:00	21.6	1775.1	82800	1344553200
2012-08-10 00:00:00	22.9	1348.3000000000004	0	1344556800
2012-08-10 01:00:00	23.3	1018.5	3600	1344560400
2012-08-10 02:00:00	23.4	1241.5999999999995	7200	1344564000
2012-08-10 03:00:00	23.4	1193.1	10800	1344567600
2012-08-10 04:00:00	23.4	1164.0000000000002	14400	1344571200
2012-08-10 05:00:00	22.5	1164.0000000000002	18000	1344574800
2012-08-10 06:00:00	20.7	1047.6	21600	1344578400
2012-08-10 07:00:00	20.9	1455.0	25200	1344582000
2012-08-10 08:00:00	20.9	1542.3000000000004	28800	1344585600
2012-08-10 09:00:00	21.8	1464.6999999999996	32400	1344589200
2012-08-10 10:00:00	22.2	1416.1999999999996	36000	1344592800
2012-08-10 11:00:00	22.5	1484.1	39600	1344596400
2012-08-10 12:00:00	22.7	1522.9	43200	1344600000
2012-08-10 13:00:00	23.7	1561.7000000000005	46800	1344603600
2012-08-10 14:00:00	22.8	737.2	50400	1344607200
2012-08-10 15:00:00	23.2	1823.6	54000	1344610800
2012-08-10 16:00:00	23.0	1726.6	57600	1344614400
2012-08-10 17:00:00	23.5	1726.6	61200	1344618000
2012-08-10 18:00:00	23.0	1755.7000000000005	64800	1344621600
2012-08-10 19:00:00	22.9	1765.3999999999994	68400	1344625200
2012-08-10 20:00:00	22.5	1813.9000000000005	72000	1344628800
2012-08-10 21:00:00	22.9	1823.6	75600	1344632400
2012-08-10 22:00:00	22.9	1784.8	79200	1344636000
2012-08-10 23:00:00	22.7	1755.7000000000005	82800	1344639600
2012-08-11 00:00:00	22.5	1173.7	0	1344643200
2012-08-11 01:00:00	22.0	1251.3	3600	1344646800
2012-08-11 02:00:00	21.3	1037.9	7200	1344650400
2012-08-11 03:00:00	20.0	989.4	10800	1344654000
2012-08-11 04:00:00	20.3	1008.8	14400	1344657600
2012-08-11 05:00:00	20.3	58.2	18000	1344661200
2012-08-11 06:00:00	20.9	999.1	21600	1344664800
2012-08-11 07:00:00	21.6	1629.6	25200	1344668400
2012-08-11 08:00:00	22.0	1455.0	28800	1344672000
2012-08-11 09:00:00	22.0	1367.7	32400	1344675600
2012-08-11 10:00:00	22.0	1357.9999999999998	36000	1344679200
2012-08-11 11:00:00	21.9	1416.1999999999996	39600	1344682800
2012-08-11 13:00:00	22.7	1736.3	46800	1344690000
2012-08-11 14:00:00	23.0	1125.2	50400	1344693600
2012-08-11 15:00:00	22.2	1862.4	54000	1344697200
2012-08-11 16:00:00	23.2	1833.3	57600	1344700800
2012-08-11 17:00:00	23.2	1843.0	61200	1344704400
2012-08-11 18:00:00	21.6	1813.9000000000005	64800	1344708000
2012-08-11 19:00:00	21.6	1755.7000000000005	68400	1344711600
2012-08-11 20:00:00	21.1	1843.0	72000	1344715200
2012-08-11 21:00:00	21.8	1862.4	75600	1344718800
2012-08-11 22:00:00	22.0	1775.1	79200	1344722400
2012-08-11 23:00:00	21.8	1746.0	82800	1344726000
2012-08-12 00:00:00	20.4	1309.5	0	1344729600
2012-08-12 01:00:00	19.6	1067.0	3600	1344733200
2012-08-12 02:00:00	18.9	1144.6	7200	1344736800
2012-08-12 03:00:00	18.6	1173.7	10800	1344740400
2012-08-12 04:00:00	18.9	1164.0000000000002	14400	1344744000
2012-08-12 05:00:00	18.6	1154.3	18000	1344747600
2012-08-12 06:00:00	18.6	1037.9	21600	1344751200
2012-08-12 07:00:00	19.0	1435.6	25200	1344754800
2012-08-12 08:00:00	18.6	1377.4	28800	1344758400
2012-08-12 09:00:00	19.8	1367.7	32400	1344762000
2012-08-12 10:00:00	19.4	1387.1	36000	1344765600
2012-08-12 11:00:00	20.2	1513.2	39600	1344769200
2012-08-12 12:00:00	20.7	1697.5	43200	1344772800
2012-08-12 13:00:00	19.9	1784.8	46800	1344776400
2012-08-12 14:00:00	20.5	776.0	50400	1344780000
2012-08-12 15:00:00	20.1	1678.1	54000	1344783600
2012-08-12 16:00:00	20.4	1687.8	57600	1344787200
2012-08-12 17:00:00	19.9	1765.4	61200	1344790800
2012-08-12 18:00:00	20.3	1765.3999999999994	64800	1344794400
2012-08-12 19:00:00	19.7	1765.3999999999994	68400	1344798000
2012-08-12 20:00:00	19.2	1707.2	72000	1344801600
2012-08-12 21:00:00	19.6	1649.0	75600	1344805200
2012-08-12 22:00:00	19.4	1474.4	79200	1344808800
2012-08-12 23:00:00	19.3	1328.9	82800	1344812400
2012-08-13 00:00:00	19.5	1241.5999999999995	0	1344816000
2012-08-13 01:00:00	18.8	1134.9	3600	1344819600
2012-08-13 02:00:00	18.6	58.2	7200	1344823200
2012-08-13 03:00:00	18.2	611.1	10800	1344826800
2012-08-13 04:00:00	18.2	630.5	14400	1344830400
2012-08-13 05:00:00	18.6	620.8000000000002	18000	1344834000
2012-08-13 06:00:00	19.7	1067.0	21600	1344837600
2012-08-13 07:00:00	19.7	1668.4	25200	1344841200
2012-08-13 08:00:00	19.2	1503.5000000000002	28800	1344844800
2012-08-13 09:00:00	19.7	1406.5000000000002	32400	1344848400
2012-08-13 10:00:00	19.6	1319.2	36000	1344852000
2012-08-13 11:00:00	20.1	1348.3000000000004	39600	1344855600
2012-08-13 12:00:00	19.8	1445.3	43200	1344859200
2012-08-13 13:00:00	20.1	1561.6999999999996	46800	1344862800
2012-08-13 14:00:00	20.3	1154.3	50400	1344866400
2012-08-13 15:00:00	21.1	1571.4	54000	1344870000
2012-08-13 16:00:00	21.0	1658.6999999999996	57600	1344873600
2012-08-13 17:00:00	21.1	1687.8	61200	1344877200
2012-08-13 18:00:00	21.1	1649.0	64800	1344880800
2012-08-13 19:00:00	20.9	1571.4	68400	1344884400
2012-08-13 20:00:00	21.3	1619.9	72000	1344888000
2012-08-13 21:00:00	20.8	1552.0	75600	1344891600
2012-08-13 22:00:00	21.3	1484.1	79200	1344895200
2012-08-13 23:00:00	21.5	1435.6	82800	1344898800
2012-08-14 00:00:00	21.3	1115.5	0	1344902400
2012-08-14 01:00:00	21.6	1164.0000000000002	3600	1344906000
2012-08-14 02:00:00	21.5	582.0000000000001	7200	1344909600
2012-08-14 03:00:00	21.8	1037.9	10800	1344913200
2012-08-14 04:00:00	22.2	1057.3	14400	1344916800
2012-08-14 05:00:00	22.2	1008.8	18000	1344920400
2012-08-14 06:00:00	22.0	1154.3	21600	1344924000
2012-08-14 07:00:00	22.2	1619.9	25200	1344927600
2012-08-14 08:00:00	22.2	1542.3000000000004	28800	1344931200
2012-08-14 09:00:00	22.3	1513.2	32400	1344934800
2012-08-14 10:00:00	22.9	1600.4999999999998	36000	1344938400
2012-08-14 11:00:00	23.0	1629.6	39600	1344942000
2012-08-14 12:00:00	22.5	1775.1	43200	1344945600
2012-08-14 13:00:00	23.0	1522.9	46800	1344949200
2012-08-14 14:00:00	22.9	640.2	50400	1344952800
2012-08-14 15:00:00	22.9	58.2	54000	1344956400
2012-08-14 16:00:00	23.5	1678.1	57600	1344960000
2012-08-14 17:00:00	23.0	1668.4	61200	1344963600
2012-08-14 18:00:00	23.0	1552.0	64800	1344967200
2012-08-14 19:00:00	23.6	1357.9999999999998	68400	1344970800
2012-08-14 20:00:00	23.2	1280.4	72000	1344974400
2012-08-14 21:00:00	21.7	1222.2000000000005	75600	1344978000
2012-08-14 22:00:00	20.7	1222.2000000000005	79200	1344981600
2012-08-14 23:00:00	20.3	1193.1	82800	1344985200
2012-08-15 00:00:00	20.1	669.3000000000002	0	1344988800
2012-08-15 01:00:00	20.1	640.2	3600	1344992400
2012-08-15 02:00:00	19.8	999.1	7200	1344996000
2012-08-15 03:00:00	19.6	834.2	10800	1344999600
2012-08-15 04:00:00	19.8	785.7	14400	1345003200
2012-08-15 05:00:00	19.6	785.7	18000	1345006800
2012-08-15 06:00:00	20.4	649.9000000000002	21600	1345010400
2012-08-15 07:00:00	21.3	698.4000000000002	25200	1345014000
2012-08-15 08:00:00	22.0	698.4000000000002	28800	1345017600
2012-08-15 09:00:00	22.2	58.2	32400	1345021200
2012-08-15 10:00:00	22.3	1008.8	36000	1345024800
2012-08-15 11:00:00	22.7	1115.5	39600	1345028400
2012-08-15 12:00:00	22.0	1445.3	43200	1345032000
2012-08-15 13:00:00	22.0	1658.6999999999996	46800	1345035600
2012-08-15 14:00:00	22.5	1619.9	50400	1345039200
2012-08-15 15:00:00	22.5	1425.9	54000	1345042800
2012-08-15 16:00:00	22.4	1493.8	57600	1345046400
2012-08-15 17:00:00	22.2	1455.0	61200	1345050000
2012-08-15 18:00:00	21.7	1328.9	64800	1345053600
2012-08-15 19:00:00	21.5	1067.0	68400	1345057200
2012-08-15 20:00:00	20.9	979.7	72000	1345060800
2012-08-15 21:00:00	20.9	1008.8	75600	1345064400
2012-08-15 22:00:00	20.2	679.0000000000001	79200	1345068000
2012-08-15 23:00:00	19.3	659.6	82800	1345071600
2012-08-16 00:00:00	19.3	649.9000000000002	0	1345075200
2012-08-16 01:00:00	18.6	640.2	3600	1345078800
2012-08-16 02:00:00	18.6	698.4000000000002	7200	1345082400
2012-08-16 03:00:00	18.4	1338.6	10800	1345086000
2012-08-16 04:00:00	17.3	1309.5	14400	1345089600
2012-08-16 05:00:00	17.8	1251.3	18000	1345093200
2012-08-16 06:00:00	18.6	1280.4	21600	1345096800
2012-08-16 07:00:00	19.6	1357.9999999999998	25200	1345100400
2012-08-16 08:00:00	20.5	1406.5000000000002	28800	1345104000
2012-08-16 09:00:00	20.6	1474.4	32400	1345107600
2012-08-16 10:00:00	20.0	785.7	36000	1345111200
2012-08-16 11:00:00	20.0	853.6	39600	1345114800
2012-08-16 12:00:00	20.1	960.3	43200	1345118400
2012-08-16 13:00:00	20.2	843.9	46800	1345122000
2012-08-16 14:00:00	21.2	911.8	50400	1345125600
2012-08-16 15:00:00	20.3	911.8	54000	1345129200
2012-08-16 16:00:00	20.4	911.8	57600	1345132800
2012-08-16 17:00:00	20.1	911.8	61200	1345136400
2012-08-16 18:00:00	19.8	911.8	64800	1345140000
2012-08-16 19:00:00	19.7	931.2	68400	1345143600
2012-08-16 20:00:00	18.9	911.8	72000	1345147200
2012-08-16 21:00:00	19.0	766.3000000000002	75600	1345150800
2012-08-16 22:00:00	18.7	873.0	79200	1345154400
2012-08-16 23:00:00	18.6	843.9	82800	1345158000
2012-08-17 00:00:00	18.4	843.9	0	1345161600
2012-08-17 01:00:00	18.4	843.9	3600	1345165200
2012-08-17 02:00:00	18.2	776.0	7200	1345168800
2012-08-17 03:00:00	18.2	756.6	10800	1345172400
2012-08-17 04:00:00	18.2	776.0	14400	1345176000
2012-08-17 05:00:00	17.6	756.6	18000	1345179600
2012-08-17 06:00:00	19.3	727.5	21600	1345183200
2012-08-17 07:00:00	20.1	766.3000000000002	25200	1345186800
2012-08-17 08:00:00	20.7	795.4000000000002	28800	1345190400
2012-08-17 09:00:00	21.4	805.1	32400	1345194000
2012-08-17 10:00:00	21.7	640.2	36000	1345197600
2012-08-17 11:00:00	21.5	717.8000000000002	39600	1345201200
2012-08-17 12:00:00	20.9	717.8000000000002	43200	1345204800
2012-08-17 13:00:00	21.7	708.0999999999998	46800	1345208400
2012-08-17 14:00:00	21.6	708.0999999999998	50400	1345212000
2012-08-17 15:00:00	21.8	1008.8	54000	1345215600
2012-08-17 16:00:00	21.3	989.4	57600	1345219200
2012-08-17 17:00:00	21.2	756.6	61200	1345222800
2012-08-17 18:00:00	21.5	737.2	64800	1345226400
2012-08-17 19:00:00	21.5	669.3000000000002	68400	1345230000
2012-08-17 20:00:00	21.5	649.9000000000002	72000	1345233600
2012-08-17 21:00:00	21.6	630.5	75600	1345237200
2012-08-17 22:00:00	21.4	649.9000000000002	79200	1345240800
2012-08-17 23:00:00	21.1	649.9000000000002	82800	1345244400
2012-08-18 00:00:00	21.3	640.2	0	1345248000
2012-08-18 01:00:00	20.9	640.2	3600	1345251600
2012-08-18 02:00:00	19.8	640.2	7200	1345255200
2012-08-18 03:00:00	18.6	669.3000000000002	10800	1345258800
2012-08-18 04:00:00	18.2	669.3000000000002	14400	1345262400
2012-08-18 05:00:00	17.6	669.3000000000002	18000	1345266000
2012-08-18 06:00:00	19.5	659.6	21600	1345269600
2012-08-18 07:00:00	19.0	679.0000000000001	25200	1345273200
2012-08-18 08:00:00	19.4	679.0000000000001	28800	1345276800
2012-08-18 10:00:00	19.9	843.9	36000	1345284000
2012-08-18 11:00:00	19.8	1561.6999999999996	39600	1345287600
2012-08-18 12:00:00	19.6	1416.1999999999996	43200	1345291200
2012-08-18 13:00:00	19.2	1338.6	46800	1345294800
2012-08-18 14:00:00	18.6	1338.6	50400	1345298400
2012-08-18 15:00:00	18.5	1377.4	54000	1345302000
2012-08-18 16:00:00	18.3	1357.9999999999998	57600	1345305600
2012-08-18 17:00:00	18.1	1251.3	61200	1345309200
2012-08-18 18:00:00	17.6	1231.9	64800	1345312800
2012-08-18 19:00:00	17.3	834.2	68400	1345316400
2012-08-18 20:00:00	17.0	717.8000000000002	72000	1345320000
2012-08-18 21:00:00	16.7	911.8	75600	1345323600
2012-08-18 22:00:00	16.5	659.6	79200	1345327200
2012-08-18 23:00:00	16.3	640.2	82800	1345330800
2012-08-19 00:00:00	15.9	679.0000000000001	0	1345334400
2012-08-19 01:00:00	15.6	669.3000000000002	3600	1345338000
2012-08-19 02:00:00	16.1	873.0	7200	1345341600
2012-08-19 03:00:00	15.8	1251.3	10800	1345345200
2012-08-19 04:00:00	15.9	1241.5999999999995	14400	1345348800
2012-08-19 05:00:00	16.6	1202.8000000000004	18000	1345352400
2012-08-19 06:00:00	17.1	698.4000000000002	21600	1345356000
2012-08-19 07:00:00	18.0	1357.9999999999998	25200	1345359600
2012-08-19 08:00:00	19.0	1299.7999999999995	28800	1345363200
2012-08-19 09:00:00	19.3	1445.3	32400	1345366800
2012-08-19 10:00:00	19.2	630.5	36000	1345370400
2012-08-19 11:00:00	20.0	679.0000000000001	39600	1345374000
2012-08-19 12:00:00	20.3	679.0000000000001	43200	1345377600
2012-08-19 13:00:00	19.6	688.7	46800	1345381200
2012-08-19 14:00:00	19.1	688.7	50400	1345384800
2012-08-19 15:00:00	18.6	688.7	54000	1345388400
2012-08-19 16:00:00	18.8	970.0	57600	1345392000
2012-08-19 17:00:00	18.8	698.4000000000002	61200	1345395600
2012-08-19 18:00:00	19.0	679.0000000000001	64800	1345399200
2012-08-19 19:00:00	18.8	669.3000000000002	68400	1345402800
2012-08-19 20:00:00	18.2	659.6	72000	1345406400
2012-08-19 21:00:00	18.6	630.5	75600	1345410000
2012-08-19 22:00:00	18.9	649.9000000000002	79200	1345413600
2012-08-19 23:00:00	18.2	649.9000000000002	82800	1345417200
2012-08-20 00:00:00	18.0	649.9000000000002	0	1345420800
2012-08-20 01:00:00	17.8	649.9000000000002	3600	1345424400
2012-08-20 02:00:00	17.8	640.2	7200	1345428000
2012-08-20 03:00:00	18.2	640.2	10800	1345431600
2012-08-20 04:00:00	18.0	649.9000000000002	14400	1345435200
2012-08-20 05:00:00	18.2	640.2	18000	1345438800
2012-08-20 06:00:00	18.6	640.2	21600	1345442400
2012-08-20 07:00:00	19.2	659.6	25200	1345446000
2012-08-20 08:00:00	19.4	669.3000000000002	28800	1345449600
2012-08-20 09:00:00	19.4	659.6	32400	1345453200
2012-08-20 10:00:00	19.6	659.6	36000	1345456800
2012-08-20 11:00:00	19.2	960.3	39600	1345460400
2012-08-20 12:00:00	19.2	989.4	43200	1345464000
2012-08-20 13:00:00	18.8	999.1	46800	1345467600
2012-08-20 14:00:00	19.0	989.4	50400	1345471200
2012-08-20 15:00:00	20.0	989.4	54000	1345474800
2012-08-20 16:00:00	20.0	989.4	57600	1345478400
2012-08-20 17:00:00	19.3	979.7	61200	1345482000
2012-08-20 18:00:00	17.6	970.0	64800	1345485600
2012-08-20 19:00:00	17.8	717.8000000000002	68400	1345489200
2012-08-20 20:00:00	17.9	717.8000000000002	72000	1345492800
2012-08-20 21:00:00	17.9	688.7	75600	1345496400
2012-08-20 22:00:00	17.9	669.3000000000002	79200	1345500000
2012-08-20 23:00:00	17.9	630.5	82800	1345503600
2012-08-21 00:00:00	17.4	640.2	0	1345507200
2012-08-21 01:00:00	16.8	630.5	3600	1345510800
2012-08-21 02:00:00	16.5	679.0000000000001	7200	1345514400
2012-08-21 03:00:00	16.3	776.0	10800	1345518000
2012-08-21 04:00:00	16.3	756.6	14400	1345521600
2012-08-21 05:00:00	15.7	746.9	18000	1345525200
2012-08-21 06:00:00	17.1	717.8000000000002	21600	1345528800
2012-08-21 07:00:00	18.2	785.7	25200	1345532400
2012-08-21 08:00:00	19.2	853.6	28800	1345536000
2012-08-21 09:00:00	19.6	921.5	32400	1345539600
2012-08-21 10:00:00	19.2	649.9000000000002	36000	1345543200
2012-08-21 11:00:00	20.3	1396.8	39600	1345546800
2012-08-21 12:00:00	19.5	1416.1999999999996	43200	1345550400
2012-08-21 13:00:00	19.2	1396.8	46800	1345554000
2012-08-21 14:00:00	20.0	1406.5000000000002	50400	1345557600
2012-08-21 15:00:00	20.1	1464.6999999999996	54000	1345561200
2012-08-21 16:00:00	19.7	1425.9	57600	1345564800
2012-08-21 17:00:00	19.6	1387.1	61200	1345568400
2012-08-21 18:00:00	18.6	1348.3000000000004	64800	1345572000
2012-08-21 19:00:00	18.3	1028.2	68400	1345575600
2012-08-21 20:00:00	18.7	1028.2	72000	1345579200
2012-08-21 21:00:00	18.2	649.9000000000002	75600	1345582800
2012-08-21 22:00:00	17.5	989.4	79200	1345586400
2012-08-21 23:00:00	17.1	698.4000000000002	82800	1345590000
2012-08-22 00:00:00	16.7	688.7	0	1345593600
2012-08-22 01:00:00	16.5	688.7	3600	1345597200
2012-08-22 02:00:00	16.5	659.6	7200	1345600800
2012-08-22 03:00:00	16.7	1299.7999999999995	10800	1345604400
2012-08-22 04:00:00	16.3	1260.9999999999998	14400	1345608000
2012-08-22 05:00:00	16.0	1193.1	18000	1345611600
2012-08-22 06:00:00	18.0	1222.2000000000005	21600	1345615200
2012-08-22 07:00:00	19.2	1260.9999999999998	25200	1345618800
2012-08-22 08:00:00	19.5	1319.2	28800	1345622400
2012-08-22 09:00:00	19.7	1396.8	32400	1345626000
2012-08-22 10:00:00	20.1	620.8000000000002	36000	1345629600
2012-08-22 11:00:00	20.0	999.1	39600	1345633200
2012-08-22 12:00:00	20.3	1309.5	43200	1345636800
2012-08-22 13:00:00	20.2	1260.9999999999998	46800	1345640400
2012-08-22 14:00:00	20.8	1280.4	50400	1345644000
2012-08-22 15:00:00	20.2	1309.5	54000	1345647600
2012-08-22 16:00:00	19.7	1338.6	57600	1345651200
2012-08-22 17:00:00	19.6	1338.6	61200	1345654800
2012-08-22 18:00:00	19.4	1231.9	64800	1345658400
2012-08-22 19:00:00	19.6	892.4000000000002	68400	1345662000
2012-08-22 20:00:00	19.1	795.4000000000002	72000	1345665600
2012-08-22 21:00:00	19.6	659.6	75600	1345669200
2012-08-22 22:00:00	19.4	756.6	79200	1345672800
2012-08-22 23:00:00	18.8	727.5	82800	1345676400
2012-08-23 00:00:00	18.2	708.0999999999998	0	1345680000
2012-08-23 01:00:00	17.8	688.7	3600	1345683600
2012-08-23 02:00:00	17.8	630.5	7200	1345687200
2012-08-23 03:00:00	18.0	756.6	10800	1345690800
2012-08-23 04:00:00	17.6	737.2	14400	1345694400
2012-08-23 05:00:00	17.6	746.9	18000	1345698000
2012-08-23 06:00:00	19.0	756.6	21600	1345701600
2012-08-23 07:00:00	20.2	824.5000000000001	25200	1345705200
2012-08-23 08:00:00	21.7	931.2	28800	1345708800
2012-08-23 09:00:00	21.2	979.7	32400	1345712400
2012-08-23 10:00:00	21.3	688.7	36000	1345716000
2012-08-23 11:00:00	21.5	1561.7000000000005	39600	1345719600
2012-08-23 12:00:00	21.0	1600.4999999999998	43200	1345723200
2012-08-23 13:00:00	21.0	1619.9	46800	1345726800
2012-08-23 14:00:00	20.8	1658.6999999999996	50400	1345730400
2012-08-23 15:00:00	21.0	1678.1	54000	1345734000
2012-08-23 16:00:00	20.7	1687.8	57600	1345737600
2012-08-23 17:00:00	20.2	1707.2	61200	1345741200
2012-08-23 18:00:00	19.8	1668.4	64800	1345744800
2012-08-23 19:00:00	19.2	1193.1	68400	1345748400
2012-08-23 20:00:00	19.3	1076.6999999999996	72000	1345752000
2012-08-23 21:00:00	19.2	679.0000000000001	75600	1345755600
2012-08-23 22:00:00	19.0	1037.9	79200	1345759200
2012-08-23 23:00:00	18.8	746.9	82800	1345762800
2012-08-24 00:00:00	18.4	756.6	0	1345766400
2012-08-24 01:00:00	18.6	746.9	3600	1345770000
2012-08-24 02:00:00	18.4	669.3000000000002	7200	1345773600
2012-08-24 03:00:00	18.4	1193.1	10800	1345777200
2012-08-24 04:00:00	18.4	1231.9	14400	1345780800
2012-08-24 05:00:00	18.4	1212.5	18000	1345784400
2012-08-24 06:00:00	19.9	1290.1	21600	1345788000
2012-08-24 07:00:00	20.6	1387.1	25200	1345791600
2012-08-24 08:00:00	20.7	1445.3	28800	1345795200
2012-08-24 09:00:00	21.9	1522.9	32400	1345798800
2012-08-24 10:00:00	21.3	679.0000000000001	36000	1345802400
2012-08-24 11:00:00	21.0	1387.1	39600	1345806000
2012-08-24 12:00:00	20.3	1445.3	43200	1345809600
2012-08-24 13:00:00	20.9	1474.4	46800	1345813200
2012-08-24 14:00:00	21.0	1513.2	50400	1345816800
2012-08-24 15:00:00	20.1	1561.6999999999996	54000	1345820400
2012-08-24 16:00:00	19.5	1571.4	57600	1345824000
2012-08-24 17:00:00	19.8	1532.6	61200	1345827600
2012-08-24 18:00:00	20.1	1484.1	64800	1345831200
2012-08-24 19:00:00	20.7	1202.8000000000004	68400	1345834800
2012-08-24 20:00:00	20.7	1086.4	72000	1345838400
2012-08-24 21:00:00	20.6	708.0999999999998	75600	1345842000
2012-08-24 22:00:00	20.6	853.6	79200	1345845600
2012-08-24 23:00:00	20.2	814.8000000000002	82800	1345849200
2012-08-25 00:00:00	20.4	795.4000000000002	0	1345852800
2012-08-25 01:00:00	20.4	785.7	3600	1345856400
2012-08-25 02:00:00	20.2	679.0000000000001	7200	1345860000
2012-08-25 03:00:00	20.2	863.3000000000002	10800	1345863600
2012-08-25 04:00:00	19.7	911.8	14400	1345867200
2012-08-25 05:00:00	19.9	843.9	18000	1345870800
2012-08-25 06:00:00	20.8	950.6	21600	1345874400
2012-08-25 08:00:00	21.3	999.1	28800	1345881600
2012-08-25 09:00:00	21.2	1309.5	32400	1345885200
2012-08-25 10:00:00	21.4	746.9	36000	1345888800
2012-08-25 11:00:00	21.5	1377.4	39600	1345892400
2012-08-25 12:00:00	22.2	1396.8	43200	1345896000
2012-08-25 13:00:00	18.9	1435.6	46800	1345899600
2012-08-25 14:00:00	20.3	1435.6	50400	1345903200
2012-08-25 15:00:00	21.1	1464.6999999999996	54000	1345906800
2012-08-25 16:00:00	20.5	1464.6999999999996	57600	1345910400
2012-08-25 17:00:00	19.9	1484.1	61200	1345914000
2012-08-25 18:00:00	19.9	1435.6	64800	1345917600
2012-08-25 19:00:00	19.6	814.8000000000002	68400	1345921200
2012-08-25 20:00:00	20.0	727.5	72000	1345924800
2012-08-25 21:00:00	20.6	746.9	75600	1345928400
2012-08-25 22:00:00	21.3	698.4000000000002	79200	1345932000
2012-08-25 23:00:00	21.1	669.3000000000002	82800	1345935600
2012-08-26 00:00:00	21.3	649.9000000000002	0	1345939200
2012-08-26 01:00:00	21.1	640.2	3600	1345942800
2012-08-26 02:00:00	21.1	746.9	7200	1345946400
2012-08-26 03:00:00	20.9	1377.4	10800	1345950000
2012-08-26 04:00:00	20.9	1319.2	14400	1345953600
2012-08-26 05:00:00	20.7	1260.9999999999998	18000	1345957200
2012-08-26 06:00:00	20.5	1212.5	21600	1345960800
2012-08-26 07:00:00	21.4	1212.5	25200	1345964400
2012-08-26 08:00:00	22.9	1260.9999999999998	28800	1345968000
2012-08-26 09:00:00	23.1	1328.9	32400	1345971600
2012-08-26 10:00:00	23.4	795.4000000000002	36000	1345975200
2012-08-26 11:00:00	23.8	1901.2	39600	1345978800
2012-08-26 12:00:00	22.2	1833.3	43200	1345982400
2012-08-26 13:00:00	20.0	1823.6	46800	1345986000
2012-08-26 14:00:00	20.9	1852.7	50400	1345989600
2012-08-26 15:00:00	21.4	1872.1000000000006	54000	1345993200
2012-08-26 16:00:00	20.3	1910.9	57600	1345996800
2012-08-26 17:00:00	21.4	1872.1	61200	1346000400
2012-08-26 18:00:00	21.4	1813.9000000000005	64800	1346004000
2012-08-26 19:00:00	20.3	1707.2	68400	1346007600
2012-08-26 20:00:00	20.3	1707.2	72000	1346011200
2012-08-26 21:00:00	20.3	834.2	75600	1346014800
2012-08-26 22:00:00	20.1	1619.9	79200	1346018400
2012-08-26 23:00:00	19.6	1571.4	82800	1346022000
2012-08-27 00:00:00	20.1	1513.2	0	1346025600
2012-08-27 01:00:00	19.6	1222.2000000000005	3600	1346029200
2012-08-27 02:00:00	20.1	824.5000000000001	7200	1346032800
2012-08-27 03:00:00	20.1	1222.2000000000005	10800	1346036400
2012-08-27 04:00:00	20.1	1222.2000000000005	14400	1346040000
2012-08-27 05:00:00	20.1	1241.5999999999995	18000	1346043600
2012-08-27 06:00:00	20.9	1319.2	21600	1346047200
2012-08-27 07:00:00	22.4	1435.6	25200	1346050800
2012-08-27 08:00:00	22.9	1532.6	28800	1346054400
2012-08-27 09:00:00	23.0	1716.9	32400	1346058000
2012-08-27 10:00:00	23.4	640.2	36000	1346061600
2012-08-27 11:00:00	23.0	1212.5	39600	1346065200
2012-08-27 12:00:00	23.0	1212.5	43200	1346068800
2012-08-27 13:00:00	23.0	1202.8000000000004	46800	1346072400
2012-08-27 14:00:00	23.3	1251.3	50400	1346076000
2012-08-27 15:00:00	23.0	1270.7	54000	1346079600
2012-08-27 16:00:00	22.9	1280.4	57600	1346083200
