	Twet	Load	Hour(s)	TimeStamp(s)
2013-01-08 11:00:00	4.8	1464.6999999999996	39600	1357642800
2013-01-08 12:00:00	5.4	1464.6999999999996	43200	1357646400
2013-01-08 13:00:00	5.5	1445.3	46800	1357650000
2013-01-08 14:00:00	5.5	1464.6999999999996	50400	1357653600
2013-01-08 15:00:00	5.5	1464.6999999999996	54000	1357657200
2013-01-08 16:00:00	4.5	1493.8	57600	1357660800
2013-01-08 17:00:00	3.9	1416.1999999999996	61200	1357664400
2013-01-08 18:00:00	3.8	1319.2	64800	1357668000
2013-01-08 19:00:00	2.4	1299.7999999999995	68400	1357671600
2013-01-08 20:00:00	0.9	1270.7	72000	1357675200
2013-01-08 21:00:00	0.5	1309.5	75600	1357678800
2013-01-08 22:00:00	-0.8	1338.6	79200	1357682400
2013-01-08 23:00:00	-0.6	1338.6	82800	1357686000
2013-01-09 00:00:00	-1.5	1299.7999999999995	0	1357689600
2013-01-09 01:00:00	-1.7	1280.4	3600	1357693200
2013-01-09 02:00:00	-2.0	1270.7	7200	1357696800
2013-01-09 03:00:00	-2.6	1299.7999999999995	10800	1357700400
2013-01-09 04:00:00	-2.6	1299.7999999999995	14400	1357704000
2013-01-09 05:00:00	-1.7	1299.7999999999995	18000	1357707600
2013-01-09 06:00:00	-1.7	1319.2	21600	1357711200
2013-01-09 07:00:00	-1.5	1309.5	25200	1357714800
2013-01-09 08:00:00	1.6	1357.9999999999998	28800	1357718400
2013-01-09 09:00:00	3.0	1008.8	32400	1357722000
2013-01-09 10:00:00	3.8	58.2	36000	1357725600
2013-01-09 11:00:00	4.8	58.2	39600	1357729200
2013-01-09 12:00:00	5.9	1940.0	43200	1357732800
2013-01-09 13:00:00	6.4	1920.6	46800	1357736400
2013-01-09 14:00:00	6.5	1755.7000000000005	50400	1357740000
2013-01-09 15:00:00	6.3	1678.1	54000	1357743600
2013-01-09 16:00:00	6.5	1658.6999999999996	57600	1357747200
2013-01-09 17:00:00	5.7	1503.5000000000002	61200	1357750800
2013-01-09 18:00:00	4.5	1455.0	64800	1357754400
2013-01-09 19:00:00	5.7	1406.5	68400	1357758000
2013-01-09 20:00:00	5.5	999.1	72000	1357761600
2013-01-09 21:00:00	6.0	1338.6	75600	1357765200
2013-01-09 22:00:00	5.3	1309.5	79200	1357768800
2013-01-09 23:00:00	4.8	1299.8000000000004	82800	1357772400
2013-01-10 00:00:00	4.2	1280.4	0	1357776000
2013-01-10 01:00:00	3.9	999.1	3600	1357779600
2013-01-10 02:00:00	2.9	1008.8	7200	1357783200
2013-01-10 03:00:00	2.7	1008.8	10800	1357786800
2013-01-10 04:00:00	2.2	1008.8	14400	1357790400
2013-01-10 05:00:00	0.9	1008.8	18000	1357794000
2013-01-10 06:00:00	0.6	58.2	21600	1357797600
2013-01-10 07:00:00	0.9	1008.8	25200	1357801200
2013-01-10 08:00:00	2.9	58.2	28800	1357804800
2013-01-10 09:00:00	3.8	1260.9999999999998	32400	1357808400
2013-01-10 10:00:00	4.1	1396.8	36000	1357812000
2013-01-10 11:00:00	4.5	1455.0	39600	1357815600
2013-01-10 12:00:00	4.5	1455.0	43200	1357819200
2013-01-10 13:00:00	5.0	1484.1	46800	1357822800
2013-01-10 14:00:00	5.2	1493.8	50400	1357826400
2013-01-10 15:00:00	4.7	1513.2	54000	1357830000
2013-01-10 16:00:00	4.4	1503.5000000000002	57600	1357833600
2013-01-10 17:00:00	3.2	1455.0	61200	1357837200
2013-01-10 18:00:00	3.1	1367.7	64800	1357840800
2013-01-10 19:00:00	3.1	1328.9	68400	1357844400
2013-01-10 20:00:00	2.9	1251.3	72000	1357848000
2013-01-10 21:00:00	2.5	1290.1	75600	1357851600
2013-01-10 22:00:00	2.2	1270.7	79200	1357855200
2013-01-10 23:00:00	1.7	1251.3	82800	1357858800
2013-01-11 00:00:00	2.1	1231.9	0	1357862400
2013-01-11 01:00:00	1.5	1251.3	3600	1357866000
2013-01-11 02:00:00	0.3	1241.5999999999995	7200	1357869600
2013-01-11 03:00:00	0.5	1260.9999999999998	10800	1357873200
2013-01-11 04:00:00	0.9	1260.9999999999998	14400	1357876800
2013-01-11 05:00:00	0.5	1251.3	18000	1357880400
2013-01-11 06:00:00	0.9	1212.5	21600	1357884000
2013-01-11 07:00:00	1.7	1280.4	25200	1357887600
2013-01-11 08:00:00	2.4	1328.9	28800	1357891200
2013-01-11 09:00:00	2.6	1309.5	32400	1357894800
2013-01-11 10:00:00	3.2	1522.9	36000	1357898400
2013-01-11 11:00:00	3.9	1940.0	39600	1357902000
2013-01-11 12:00:00	4.5	1542.3000000000004	43200	1357905600
2013-01-11 13:00:00	5.0	1532.6	46800	1357909200
2013-01-11 14:00:00	5.1	1532.6	50400	1357912800
2013-01-11 15:00:00	5.6	1610.2	54000	1357916400
2013-01-11 16:00:00	5.3	1600.4999999999998	57600	1357920000
2013-01-11 17:00:00	5.5	1435.6	61200	1357923600
2013-01-11 18:00:00	5.5	1435.6	64800	1357927200
2013-01-11 19:00:00	5.5	1338.6	68400	1357930800
2013-01-11 20:00:00	6.1	1309.5	72000	1357934400
2013-01-11 21:00:00	6.1	1338.6	75600	1357938000
2013-01-11 22:00:00	6.1	1319.2	79200	1357941600
2013-01-11 23:00:00	5.8	1309.5	82800	1357945200
2013-01-12 00:00:00	5.5	1299.8000000000004	0	1357948800
2013-01-12 01:00:00	5.5	1280.4	3600	1357952400
2013-01-12 02:00:00	5.5	1270.7	7200	1357956000
2013-01-12 03:00:00	5.5	1280.4	10800	1357959600
2013-01-12 04:00:00	5.8	1270.7	14400	1357963200
2013-01-12 05:00:00	5.8	1280.4	18000	1357966800
2013-01-12 06:00:00	5.8	1435.6	21600	1357970400
2013-01-12 07:00:00	5.8	1513.2	25200	1357974000
2013-01-12 08:00:00	6.1	1522.9	28800	1357977600
2013-01-12 09:00:00	6.9	1251.3	32400	1357981200
2013-01-12 10:00:00	7.2	1552.0	36000	1357984800
2013-01-12 11:00:00	8.0	1610.2	39600	1357988400
2013-01-12 12:00:00	9.4	1552.0	43200	1357992000
2013-01-12 13:00:00	10.2	1610.2	46800	1357995600
2013-01-12 14:00:00	10.4	1629.6	50400	1357999200
2013-01-12 15:00:00	9.9	1610.2	54000	1358002800
2013-01-12 16:00:00	8.9	1503.5000000000002	57600	1358006400
2013-01-12 17:00:00	8.0	1464.6999999999996	61200	1358010000
2013-01-12 18:00:00	7.2	1319.2	64800	1358013600
2013-01-12 19:00:00	6.6	1222.2000000000005	68400	1358017200
2013-01-12 20:00:00	6.1	1270.7	72000	1358020800
2013-01-12 21:00:00	6.1	1134.9	75600	1358024400
2013-01-12 22:00:00	5.8	1105.8000000000004	79200	1358028000
2013-01-12 23:00:00	5.3	1086.4	82800	1358031600
2013-01-13 00:00:00	4.7	1086.4	0	1358035200
2013-01-13 01:00:00	4.7	1241.5999999999995	3600	1358038800
2013-01-13 02:00:00	5.0	1202.8000000000004	7200	1358042400
2013-01-13 03:00:00	5.5	1435.6	10800	1358046000
2013-01-13 04:00:00	5.5	1231.9	14400	1358049600
2013-01-13 05:00:00	5.5	1309.5	18000	1358053200
2013-01-13 06:00:00	5.5	1319.2	21600	1358056800
2013-01-13 07:00:00	5.5	1357.9999999999998	25200	1358060400
2013-01-13 08:00:00	6.1	1474.4	28800	1358064000
2013-01-13 09:00:00	6.6	1270.7	32400	1358067600
2013-01-13 10:00:00	7.2	1610.2	36000	1358071200
2013-01-13 11:00:00	7.7	1668.4	39600	1358074800
2013-01-13 12:00:00	7.7	1629.6	43200	1358078400
2013-01-13 13:00:00	7.7	1668.4	46800	1358082000
2013-01-13 14:00:00	8.0	1678.1	50400	1358085600
2013-01-13 15:00:00	8.3	1678.1	54000	1358089200
2013-01-13 16:00:00	8.3	1600.4999999999998	57600	1358092800
2013-01-13 17:00:00	8.8	1629.6	61200	1358096400
2013-01-13 18:00:00	8.8	1503.5000000000002	64800	1358100000
2013-01-13 19:00:00	8.8	1357.9999999999998	68400	1358103600
2013-01-13 20:00:00	8.8	1280.4	72000	1358107200
2013-01-13 21:00:00	8.8	1357.9999999999998	75600	1358110800
2013-01-13 22:00:00	8.8	1164.0	79200	1358114400
2013-01-13 23:00:00	8.8	1134.9	82800	1358118000
2013-01-14 00:00:00	8.8	58.2	0	1358121600
2013-01-14 01:00:00	8.8	1280.4	3600	1358125200
2013-01-14 02:00:00	8.8	1290.1	7200	1358128800
2013-01-14 03:00:00	8.8	1309.5	10800	1358132400
2013-01-14 04:00:00	9.1	1299.8000000000004	14400	1358136000
2013-01-14 05:00:00	9.4	1357.9999999999998	18000	1358139600
2013-01-14 06:00:00	8.8	1396.8	21600	1358143200
2013-01-14 07:00:00	9.7	1455.0	25200	1358146800
2013-01-14 08:00:00	10.2	1493.8	28800	1358150400
2013-01-14 09:00:00	13.2	858.4499999999998	32400	1358154000
2013-01-14 10:00:00	11.8	2022.4500000000005	36000	1358157600
2013-01-14 11:00:00	11.0	2066.1	39600	1358161200
2013-01-14 12:00:00	9.9	2197.05	43200	1358164800
2013-01-14 13:00:00	8.7	2080.65	46800	1358168400
2013-01-14 14:00:00	8.2	2124.3	50400	1358172000
2013-01-14 15:00:00	7.9	2095.2	54000	1358175600
2013-01-14 16:00:00	7.9	2124.3	57600	1358179200
2013-01-14 17:00:00	6.9	2080.65	61200	1358182800
2013-01-14 19:00:00	5.5	931.2	68400	1358190000
2013-01-14 20:00:00	5.0	873.0	72000	1358193600
2013-01-14 21:00:00	4.8	887.55	75600	1358197200
2013-01-14 22:00:00	4.0	873.0	79200	1358200800
2013-01-14 23:00:00	4.2	873.0	82800	1358204400
2013-01-15 00:00:00	3.7	873.0	0	1358208000
2013-01-15 01:00:00	3.9	887.55	3600	1358211600
2013-01-15 02:00:00	3.9	1804.2000000000005	7200	1358215200
2013-01-15 03:00:00	3.9	1731.4499999999996	10800	1358218800
2013-01-15 04:00:00	3.7	1716.9000000000005	14400	1358222400
2013-01-15 05:00:00	3.7	1760.55	18000	1358226000
2013-01-15 06:00:00	3.9	1818.75	21600	1358229600
2013-01-15 07:00:00	3.6	1935.15	25200	1358233200
2013-01-15 08:00:00	4.2	1935.15	28800	1358236800
2013-01-15 09:00:00	3.9	1299.8000000000004	32400	1358240400
2013-01-15 10:00:00	4.2	1251.3	36000	1358244000
2013-01-15 11:00:00	3.9	1270.7	39600	1358247600
2013-01-15 12:00:00	3.7	1309.5	43200	1358251200
2013-01-15 13:00:00	3.0	1338.6	46800	1358254800
2013-01-15 14:00:00	2.7	1396.8	50400	1358258400
2013-01-15 15:00:00	2.9	1435.6	54000	1358262000
2013-01-15 16:00:00	2.9	1416.1999999999996	57600	1358265600
2013-01-15 17:00:00	2.9	1416.1999999999996	61200	1358269200
2013-01-15 18:00:00	3.0	1367.6999999999996	64800	1358272800
2013-01-15 19:00:00	2.1	1367.6999999999996	68400	1358276400
2013-01-15 20:00:00	2.0	1280.4	72000	1358280000
2013-01-15 21:00:00	1.7	1357.9999999999998	75600	1358283600
2013-01-15 22:00:00	1.7	1309.5	79200	1358287200
2013-01-15 23:00:00	1.2	1241.6	82800	1358290800
2013-01-16 00:00:00	1.4	1202.8	0	1358294400
2013-01-16 01:00:00	1.1	1251.3	3600	1358298000
2013-01-16 02:00:00	1.4	1212.5	7200	1358301600
2013-01-16 03:00:00	1.4	58.2	10800	1358305200
2013-01-16 04:00:00	1.2	1493.8	14400	1358308800
2013-01-16 05:00:00	1.4	58.2	18000	1358312400
2013-01-16 06:00:00	1.4	58.2	21600	1358316000
2013-01-16 07:00:00	1.4	58.2	25200	1358319600
2013-01-16 08:00:00	1.9	1231.9	28800	1358323200
2013-01-16 09:00:00	1.9	1324.05	32400	1358326800
2013-01-16 10:00:00	2.5	1018.5	36000	1358330400
2013-01-16 11:00:00	2.5	1033.05	39600	1358334000
2013-01-16 12:00:00	3.0	1076.7	43200	1358337600
2013-01-16 13:00:00	3.6	1120.35	46800	1358341200
2013-01-16 14:00:00	3.9	1120.35	50400	1358344800
2013-01-16 15:00:00	3.7	1091.25	54000	1358348400
2013-01-16 16:00:00	3.6	1164.0	57600	1358352000
2013-01-16 17:00:00	3.9	1193.1	61200	1358355600
2013-01-16 18:00:00	3.9	1033.05	64800	1358359200
2013-01-16 19:00:00	3.9	989.4	68400	1358362800
2013-01-16 20:00:00	3.9	1324.05	72000	1358366400
2013-01-16 21:00:00	4.1	931.2	75600	1358370000
2013-01-16 22:00:00	4.1	945.75	79200	1358373600
2013-01-16 23:00:00	4.1	945.75	82800	1358377200
2013-01-17 00:00:00	4.1	931.2	0	1358380800
2013-01-17 01:00:00	4.1	1309.4999999999998	3600	1358384400
2013-01-17 02:00:00	4.5	1411.35	7200	1358388000
2013-01-17 03:00:00	4.5	1353.15	10800	1358391600
2013-01-17 04:00:00	4.2	1324.05	14400	1358395200
2013-01-17 05:00:00	3.6	931.2	18000	1358398800
2013-01-17 06:00:00	3.2	931.2	21600	1358402400
2013-01-17 07:00:00	2.4	974.85	25200	1358406000
2013-01-17 08:00:00	2.5	931.2	28800	1358409600
2013-01-17 09:00:00	2.7	766.3000000000002	32400	1358413200
2013-01-17 10:00:00	3.4	921.5	36000	1358416800
2013-01-17 11:00:00	3.9	970.0	39600	1358420400
2013-01-17 12:00:00	3.1	960.3	43200	1358424000
2013-01-17 13:00:00	2.6	989.4	46800	1358427600
2013-01-17 14:00:00	2.1	999.1	50400	1358431200
2013-01-17 15:00:00	2.1	999.1	54000	1358434800
2013-01-17 16:00:00	2.1	999.1	57600	1358438400
2013-01-17 17:00:00	1.8	989.4	61200	1358442000
2013-01-17 18:00:00	1.8	911.8	64800	1358445600
2013-01-17 19:00:00	1.5	834.2	68400	1358449200
2013-01-17 20:00:00	1.5	746.9	72000	1358452800
2013-01-17 21:00:00	1.3	805.1	75600	1358456400
2013-01-17 22:00:00	1.3	795.4000000000002	79200	1358460000
2013-01-17 23:00:00	1.2	766.3000000000002	82800	1358463600
2013-01-18 00:00:00	1.0	776.0	0	1358467200
2013-01-18 01:00:00	0.8	737.2	3600	1358470800
2013-01-18 02:00:00	0.3	746.9	7200	1358474400
2013-01-18 03:00:00	-0.1	737.2	10800	1358478000
2013-01-18 04:00:00	-0.2	746.9	14400	1358481600
2013-01-18 05:00:00	-0.5	737.2	18000	1358485200
2013-01-18 06:00:00	-1.5	766.3000000000002	21600	1358488800
2013-01-18 07:00:00	-2.6	785.7	25200	1358492400
2013-01-18 08:00:00	-2.9	863.3000000000002	28800	1358496000
2013-01-18 09:00:00	-2.7	931.2	32400	1358499600
2013-01-18 10:00:00	-2.5	945.75	36000	1358503200
2013-01-18 11:00:00	-2.4	1018.5	39600	1358506800
2013-01-18 12:00:00	-2.6	1091.25	43200	1358510400
2013-01-18 13:00:00	-2.5	1033.05	46800	1358514000
2013-01-18 14:00:00	-2.0	1280.4	50400	1358517600
2013-01-18 15:00:00	-2.7	1251.3	54000	1358521200
2013-01-18 16:00:00	-3.4	1193.1	57600	1358524800
2013-01-18 17:00:00	-4.3	1062.15	61200	1358528400
2013-01-18 18:00:00	-4.7	1091.25	64800	1358532000
2013-01-18 19:00:00	-4.7	974.85	68400	1358535600
2013-01-18 20:00:00	-4.6	931.2	72000	1358539200
2013-01-18 21:00:00	-4.7	916.65	75600	1358542800
2013-01-18 22:00:00	-4.4	902.1	79200	1358546400
2013-01-18 23:00:00	-3.9	843.9000000000002	82800	1358550000
2013-01-19 00:00:00	-3.5	829.3500000000001	0	1358553600
2013-01-19 01:00:00	-3.6	931.2	3600	1358557200
2013-01-19 02:00:00	-3.3	902.1	7200	1358560800
2013-01-19 03:00:00	-3.1	902.1	10800	1358564400
2013-01-19 04:00:00	-2.2	902.1	14400	1358568000
2013-01-19 05:00:00	-1.9	902.1	18000	1358571600
2013-01-19 06:00:00	-1.9	902.1	21600	1358575200
2013-01-19 07:00:00	-1.5	916.65	25200	1358578800
2013-01-19 08:00:00	-0.3	902.1	28800	1358582400
2013-01-19 09:00:00	0.6	756.6	32400	1358586000
2013-01-19 10:00:00	1.7	902.1	36000	1358589600
2013-01-19 11:00:00	2.8	931.2	39600	1358593200
2013-01-19 12:00:00	3.6	989.4	43200	1358596800
2013-01-19 13:00:00	4.5	979.7	46800	1358600400
2013-01-19 14:00:00	5.2	58.2	50400	1358604000
2013-01-19 15:00:00	5.0	58.2	54000	1358607600
2013-01-19 16:00:00	4.6	999.1	57600	1358611200
2013-01-19 17:00:00	3.7	989.4	61200	1358614800
2013-01-19 18:00:00	3.4	911.8	64800	1358618400
