	Power	Date	PowerL	TsetL
2012-10-01 17:00:00	233.0	1/10/2012 17:00	174399	15.11
2012-10-01 18:00:00	234.0	1/10/2012 18:00	30813	15.11
2012-10-01 19:00:00	235.0	1/10/2012 19:00	30263	15.11
2012-10-01 20:00:00	236.0	1/10/2012 20:00	29712	15.11
2012-10-01 21:00:00	237.0	1/10/2012 21:00	30263	15.11
2012-10-01 22:00:00	238.0	1/10/2012 22:00	30263	15.11
2012-10-01 23:00:00	239.0	1/10/2012 23:00	29712	15.11
2012-10-02 00:00:00	960.0	2/10/2012 0:00	29712	15.11
2012-10-02 01:00:00	961.0	2/10/2012 1:00	29712	15.11
2012-10-02 02:00:00	962.0	2/10/2012 2:00	29162	15.11
2012-10-02 03:00:00	963.0	2/10/2012 3:00	30263	15.11
2012-10-02 04:00:00	964.0	2/10/2012 4:00	30813	15.11
2012-10-02 05:00:00	965.0	2/10/2012 5:00	29712	15.11
2012-10-02 06:00:00	966.0	2/10/2012 6:00	30263	15.11
2012-10-02 07:00:00	967.0	2/10/2012 7:00	30263	15.11
2012-10-02 08:00:00	968.0	2/10/2012 8:00	29712	15.11
2012-10-02 09:00:00	969.0	2/10/2012 9:00	29712	15.11
2012-10-02 10:00:00	970.0	2/10/2012 10:00	29712	15.11
2012-10-02 11:00:00	971.0	2/10/2012 11:00	30263	15.11
2012-10-02 12:00:00	972.0	2/10/2012 12:00	29712	15.11
2012-10-02 13:00:00	973.0	2/10/2012 13:00	29712	15.11
2012-10-02 14:00:00	974.0	2/10/2012 14:00	30263	15.11
2012-10-02 15:00:00	975.0	2/10/2012 15:00	30263	15.11
2012-10-02 16:00:00	976.0	2/10/2012 16:00	29162	15.11
2012-10-02 17:00:00	977.0	2/10/2012 17:00	29712	15.11
2012-10-02 18:00:00	978.0	2/10/2012 18:00	30263	15.11
2012-10-02 19:00:00	979.0	2/10/2012 19:00	30263	15.11
2012-10-02 20:00:00	980.0	2/10/2012 20:00	30263	15.11
2012-10-02 21:00:00	981.0	2/10/2012 21:00	30263	15.11
2012-10-02 22:00:00	982.0	2/10/2012 22:00	29712	15.11
2012-10-02 23:00:00	983.0	2/10/2012 23:00	30263	15.11
2012-10-03 00:00:00	1656.0	3/10/2012 0:00	29162	15.11
2012-10-03 01:00:00	1657.0	3/10/2012 1:00	29162	15.11
2012-10-03 02:00:00	1658.0	3/10/2012 2:00	29162	15.11
2012-10-03 03:00:00	1659.0	3/10/2012 3:00	29712	15.11
2012-10-03 04:00:00	1660.0	3/10/2012 4:00	28612	15.11
2012-10-03 05:00:00	1661.0	3/10/2012 5:00	29162	15.11
2012-10-03 06:00:00	1662.0	3/10/2012 6:00	29162	15.11
2012-10-03 07:00:00	1663.0	3/10/2012 7:00	29162	15.11
2012-10-03 08:00:00	1664.0	3/10/2012 8:00	29712	15.11
2012-10-03 09:00:00	1665.0	3/10/2012 9:00	29162	15.11
2012-10-03 10:00:00	1666.0	3/10/2012 10:00	29712	15.11
2012-10-03 11:00:00	1667.0	3/10/2012 11:00	29712	15.11
2012-10-03 12:00:00	1668.0	3/10/2012 12:00	29162	15.11
2012-10-03 13:00:00	1669.0	3/10/2012 13:00	29712	15.11
2012-10-03 14:00:00	1670.0	3/10/2012 14:00	29712	15.11
2012-10-03 15:00:00	1671.0	3/10/2012 15:00	29712	15.11
2012-10-03 16:00:00	1672.0	3/10/2012 16:00	29162	15.11
2012-10-03 17:00:00	1673.0	3/10/2012 17:00	29712	15.11
2012-10-03 18:00:00	1674.0	3/10/2012 18:00	29162	15.11
2012-10-03 19:00:00	1675.0	3/10/2012 19:00	29162	15.11
2012-10-03 20:00:00	1676.0	3/10/2012 20:00	29712	15.11
2012-10-03 21:00:00	1677.0	3/10/2012 21:00	29712	15.11
2012-10-03 22:00:00	1678.0	3/10/2012 22:00	29712	15.11
2012-10-03 23:00:00	1679.0	3/10/2012 23:00	29712	15.11
2012-10-04 00:00:00	2400.0	4/10/2012 0:00	134234	15.11
2012-10-04 01:00:00	2401.0	4/10/2012 1:00	161387	15.11
2012-10-04 02:00:00	2402.0	4/10/2012 2:00	168792	15.11
2012-10-04 03:00:00	2403.0	4/10/2012 3:00	158113	15.11
2012-10-04 04:00:00	2404.0	4/10/2012 4:00	152218	15.11
2012-10-04 05:00:00	2405.0	4/10/2012 5:00	153902	15.11
2012-10-04 06:00:00	2406.0	4/10/2012 6:00	268330	15.11
2012-10-04 07:00:00	2407.0	4/10/2012 7:00	254934	15.11
2012-10-04 08:00:00	2408.0	4/10/2012 8:00	276962	15.11
2012-10-04 09:00:00	2409.0	4/10/2012 9:00	191993	15.11
2012-10-04 10:00:00	2410.0	4/10/2012 10:00	140471	15.11
2012-10-04 11:00:00	2411.0	4/10/2012 11:00	212039	15.11
2012-10-04 12:00:00	2412.0	4/10/2012 12:00	231342	15.11
2012-10-04 13:00:00	2413.0	4/10/2012 13:00	237944	15.11
2012-10-04 14:00:00	2414.0	4/10/2012 14:00	253269	15.11
2012-10-04 15:00:00	2415.0	4/10/2012 15:00	241459	15.11
2012-10-04 16:00:00	2416.0	4/10/2012 16:00	214250	15.11
2012-10-04 17:00:00	2417.0	4/10/2012 17:00	144384	15.11
2012-10-04 18:00:00	2418.0	4/10/2012 18:00	133832	15.11
2012-10-04 19:00:00	2419.0	4/10/2012 19:00	133015	15.11
2012-10-04 20:00:00	2420.0	4/10/2012 20:00	131469	15.11
2012-10-04 21:00:00	2421.0	4/10/2012 21:00	131657	15.11
2012-10-04 22:00:00	2422.0	4/10/2012 22:00	215719	15.11
2012-10-04 23:00:00	2423.0	4/10/2012 23:00	131839	15.11
2012-10-05 00:00:00	3120.0	5/10/2012 0:00	151932	16.11
2012-10-05 01:00:00	3121.0	5/10/2012 1:00	311021	15.11
2012-10-05 02:00:00	3122.0	5/10/2012 2:00	198373	15.11
2012-10-05 03:00:00	3123.0	5/10/2012 3:00	174282	15.11
2012-10-05 04:00:00	3124.0	5/10/2012 4:00	172112	15.11
2012-10-05 05:00:00	3125.0	5/10/2012 5:00	160264	15.11
2012-10-05 06:00:00	3126.0	5/10/2012 6:00	170078	15.11
2012-10-05 07:00:00	3127.0	5/10/2012 7:00	199499	15.11
2012-10-05 08:00:00	3128.0	5/10/2012 8:00	203281	15.11
2012-10-05 09:00:00	3129.0	5/10/2012 9:00	214181	15.11
2012-10-05 10:00:00	3130.0	5/10/2012 10:00	135223	15.11
2012-10-05 11:00:00	3131.0	5/10/2012 11:00	220151	15.11
2012-10-05 12:00:00	3132.0	5/10/2012 12:00	243684	15.11
2012-10-05 13:00:00	3133.0	5/10/2012 13:00	228189	15.11
2012-10-05 14:00:00	3134.0	5/10/2012 14:00	254637	15.11
2012-10-05 15:00:00	3135.0	5/10/2012 15:00	250593	15.11
2012-10-05 16:00:00	3136.0	5/10/2012 16:00	214549	15.11
2012-10-05 17:00:00	3137.0	5/10/2012 17:00	139103	15.11
2012-10-05 18:00:00	3138.0	5/10/2012 18:00	128936	15.11
2012-10-05 19:00:00	3139.0	5/10/2012 19:00	128831	15.11
2012-10-05 20:00:00	3140.0	5/10/2012 20:00	129892	15.11
2012-10-05 21:00:00	3141.0	5/10/2012 21:00	129302	15.11
2012-10-05 22:00:00	3142.0	5/10/2012 22:00	212284	15.11
2012-10-05 23:00:00	3143.0	5/10/2012 23:00	127094	15.11
2012-10-06 00:00:00	3864.0	6/10/2012 0:00	230329	21.11
2012-10-06 01:00:00	3865.0	6/10/2012 1:00	231052	22.11
2012-10-06 02:00:00	3866.0	6/10/2012 2:00	228205	22.11
2012-10-06 03:00:00	3867.0	6/10/2012 3:00	226259	21.11
2012-10-06 04:00:00	3868.0	6/10/2012 4:00	229943	21.11
2012-10-06 05:00:00	3869.0	6/10/2012 5:00	226713	21.11
2012-10-06 06:00:00	3870.0	6/10/2012 6:00	239607	22.11
2012-10-06 07:00:00	3871.0	6/10/2012 7:00	247804	22.11
2012-10-06 08:00:00	3872.0	6/10/2012 8:00	272394	23.11
2012-10-06 09:00:00	3873.0	6/10/2012 9:00	289695	23.11
2012-10-06 10:00:00	3874.0	6/10/2012 10:00	237990	22.11
2012-10-06 11:00:00	3875.0	6/10/2012 11:00	312433	23.11
2012-10-06 12:00:00	3876.0	6/10/2012 12:00	271524	23.11
2012-10-06 13:00:00	3877.0	6/10/2012 13:00	306553	23.11
2012-10-06 14:00:00	3878.0	6/10/2012 14:00	343178	24.11
2012-10-06 15:00:00	3879.0	6/10/2012 15:00	349567	25.11
2012-10-06 16:00:00	3880.0	6/10/2012 16:00	227671	24.11
2012-10-06 17:00:00	3881.0	6/10/2012 17:00	434701	22.11
2012-10-06 18:00:00	3882.0	6/10/2012 18:00	303346	24.11
2012-10-06 19:00:00	3883.0	6/10/2012 19:00	285360	24.11
2012-10-06 20:00:00	3884.0	6/10/2012 20:00	278067	24.11
2012-10-06 21:00:00	3885.0	6/10/2012 21:00	258873	23.11
2012-10-06 22:00:00	3886.0	6/10/2012 22:00	302111	24.11
2012-10-06 23:00:00	3887.0	6/10/2012 23:00	280403	24.11
2012-10-07 00:00:00	4584.0	7/10/2012 0:00	534528	25.11
2012-10-07 01:00:00	4585.0	7/10/2012 1:00	535459	25.11
2012-10-07 02:00:00	4586.0	7/10/2012 2:00	536549	25.11
2012-10-07 03:00:00	4587.0	7/10/2012 3:00	509578	25.11
2012-10-07 04:00:00	4588.0	7/10/2012 4:00	504482	24.11
2012-10-07 05:00:00	4589.0	7/10/2012 5:00	523825	24.11
2012-10-07 06:00:00	4590.0	7/10/2012 6:00	578977	25.11
2012-10-07 07:00:00	4591.0	7/10/2012 7:00	648395	26.11
2012-10-07 08:00:00	4592.0	7/10/2012 8:00	663363	25.11
2012-10-07 09:00:00	4593.0	7/10/2012 9:00	707396	26.11
2012-10-07 10:00:00	4594.0	7/10/2012 10:00	520340	25.11
2012-10-07 11:00:00	4595.0	7/10/2012 11:00	614205	24.11
2012-10-07 12:00:00	4596.0	7/10/2012 12:00	630887	24.11
2012-10-07 13:00:00	4597.0	7/10/2012 13:00	643427	24.11
2012-10-07 14:00:00	4598.0	7/10/2012 14:00	687175	25.11
2012-10-07 15:00:00	4599.0	7/10/2012 15:00	635881	24.11
2012-10-07 16:00:00	4600.0	7/10/2012 16:00	610944	25.11
2012-10-07 17:00:00	4601.0	7/10/2012 17:00	589761	25.11
2012-10-07 18:00:00	4602.0	7/10/2012 18:00	542664	25.11
2012-10-07 19:00:00	4603.0	7/10/2012 19:00	507952	23.11
2012-10-07 20:00:00	4604.0	7/10/2012 20:00	521287	24.11
2012-10-07 21:00:00	4605.0	7/10/2012 21:00	519309	24.11
2012-10-07 22:00:00	4606.0	7/10/2012 22:00	668490	24.11
2012-10-07 23:00:00	4607.0	7/10/2012 23:00	514494	24.11
2012-10-08 00:00:00	5328.0	8/10/2012 0:00	589753	24.11
2012-10-08 01:00:00	5329.0	8/10/2012 1:00	513596	25.11
2012-10-08 02:00:00	5330.0	8/10/2012 2:00	566456	26.11
2012-10-08 03:00:00	5331.0	8/10/2012 3:00	567965	26.11
2012-10-08 04:00:00	5332.0	8/10/2012 4:00	583624	26.11
2012-10-08 05:00:00	5333.0	8/10/2012 5:00	520385	24.11
2012-10-08 06:00:00	5334.0	8/10/2012 6:00	524457	24.11
2012-10-08 07:00:00	5335.0	8/10/2012 7:00	533404	24.11
2012-10-08 08:00:00	5336.0	8/10/2012 8:00	543534	24.11
2012-10-08 09:00:00	5337.0	8/10/2012 9:00	586179	25.11
2012-10-08 10:00:00	5338.0	8/10/2012 10:00	737342	25.11
2012-10-08 11:00:00	5339.0	8/10/2012 11:00	344238	26.11
2012-10-08 12:00:00	5340.0	8/10/2012 12:00	639831	25.11
2012-10-08 13:00:00	5341.0	8/10/2012 13:00	645710	25.11
2012-10-08 14:00:00	5342.0	8/10/2012 14:00	640404	26.11
2012-10-08 15:00:00	5343.0	8/10/2012 15:00	637009	26.11
2012-10-08 16:00:00	5344.0	8/10/2012 16:00	628635	26.11
2012-10-08 17:00:00	5345.0	8/10/2012 17:00	595055	26.11
2012-10-08 18:00:00	5346.0	8/10/2012 18:00	565344	26.11
2012-10-08 19:00:00	5347.0	8/10/2012 19:00	553111	25.11
2012-10-08 20:00:00	5348.0	8/10/2012 20:00	557298	26.11
2012-10-08 21:00:00	5349.0	8/10/2012 21:00	544721	26.11
2012-10-08 22:00:00	5350.0	8/10/2012 22:00	619165	25.11
2012-10-08 23:00:00	5351.0	8/10/2012 23:00	514322	24.11
2012-10-09 00:00:00	6072.0	9/10/2012 0:00	255135	17.11
2012-10-09 01:00:00	6073.0	9/10/2012 1:00	249616	17.11
2012-10-09 02:00:00	6074.0	9/10/2012 2:00	253745	17.11
2012-10-09 03:00:00	6075.0	9/10/2012 3:00	254549	16.11
2012-10-09 04:00:00	6076.0	9/10/2012 4:00	250199	16.11
2012-10-09 05:00:00	6077.0	9/10/2012 5:00	247423	16.11
2012-10-09 06:00:00	6078.0	9/10/2012 6:00	267613	17.11
2012-10-09 07:00:00	6079.0	9/10/2012 7:00	293896	18.11
2012-10-09 08:00:00	6080.0	9/10/2012 8:00	321257	17.11
2012-10-09 09:00:00	6081.0	9/10/2012 9:00	338944	18.11
2012-10-09 10:00:00	6082.0	9/10/2012 10:00	274727	18.11
2012-10-09 11:00:00	6083.0	9/10/2012 11:00	354559	18.11
2012-10-09 12:00:00	6084.0	9/10/2012 12:00	345195	17.11
2012-10-09 13:00:00	6085.0	9/10/2012 13:00	350956	17.11
2012-10-09 14:00:00	6086.0	9/10/2012 14:00	343350	17.11
2012-10-09 15:00:00	6087.0	9/10/2012 15:00	342705	17.11
2012-10-09 16:00:00	6088.0	9/10/2012 16:00	327991	17.11
2012-10-09 17:00:00	6089.0	9/10/2012 17:00	292156	16.11
2012-10-09 18:00:00	6090.0	9/10/2012 18:00	297373	17.11
2012-10-09 19:00:00	6091.0	9/10/2012 19:00	276607	17.11
2012-10-09 20:00:00	6092.0	9/10/2012 20:00	274386	16.11
2012-10-09 21:00:00	6093.0	9/10/2012 21:00	260764	16.11
2012-10-09 22:00:00	6094.0	9/10/2012 22:00	309135	15.11
2012-10-09 23:00:00	6095.0	9/10/2012 23:00	247075	16.11
2012-10-10 00:00:00	6792.0	10/10/2012 0:00	147133	15.11
2012-10-10 01:00:00	6793.0	10/10/2012 1:00	189686	16.11
2012-10-10 02:00:00	6794.0	10/10/2012 2:00	210782	16.11
2012-10-10 03:00:00	6795.0	10/10/2012 3:00	198804	16.11
2012-10-10 04:00:00	6796.0	10/10/2012 4:00	199326	16.11
2012-10-10 05:00:00	6797.0	10/10/2012 5:00	199326	16.11
2012-10-10 06:00:00	6798.0	10/10/2012 6:00	194937	15.11
2012-10-10 07:00:00	6799.0	10/10/2012 7:00	210344	16.11
2012-10-10 08:00:00	6800.0	10/10/2012 8:00	235321	17.11
2012-10-10 09:00:00	6801.0	10/10/2012 9:00	235586	17.11
2012-10-10 10:00:00	6802.0	10/10/2012 10:00	147098	15.11
2012-10-10 11:00:00	6803.0	10/10/2012 11:00	243019	16.11
2012-10-10 12:00:00	6804.0	10/10/2012 12:00	257630	16.11
2012-10-10 13:00:00	6805.0	10/10/2012 13:00	268781	17.11
2012-10-10 14:00:00	6806.0	10/10/2012 14:00	274665	16.11
2012-10-10 15:00:00	6807.0	10/10/2012 15:00	265674	17.11
2012-10-10 16:00:00	6808.0	10/10/2012 16:00	231131	16.11
2012-10-10 17:00:00	6809.0	10/10/2012 17:00	173429	16.11
2012-10-10 18:00:00	6810.0	10/10/2012 18:00	151091	15.11
2012-10-10 19:00:00	6811.0	10/10/2012 19:00	137781	15.11
2012-10-10 20:00:00	6812.0	10/10/2012 20:00	135927	15.11
2012-10-10 21:00:00	6813.0	10/10/2012 21:00	134328	15.11
2012-10-10 22:00:00	6814.0	10/10/2012 22:00	217965	15.11
2012-10-10 23:00:00	6815.0	10/10/2012 23:00	131730	15.11
2012-10-11 00:00:00	7536.0	11/10/2012 0:00	129089	15.11
2012-10-11 01:00:00	7537.0	11/10/2012 1:00	29712	15.11
2012-10-11 02:00:00	7538.0	11/10/2012 2:00	29712	15.11
2012-10-11 03:00:00	7539.0	11/10/2012 3:00	30263	15.11
2012-10-11 04:00:00	7540.0	11/10/2012 4:00	29162	15.11
2012-10-11 05:00:00	7541.0	11/10/2012 5:00	30263	15.11
2012-10-11 06:00:00	7542.0	11/10/2012 6:00	29712	15.11
2012-10-11 07:00:00	7543.0	11/10/2012 7:00	29712	15.11
2012-10-11 08:00:00	7544.0	11/10/2012 8:00	30263	15.11
2012-10-11 09:00:00	7545.0	11/10/2012 9:00	30263	15.11
2012-10-11 10:00:00	7546.0	11/10/2012 10:00	178729	15.11
2012-10-11 11:00:00	7547.0	11/10/2012 11:00	30813	15.11
2012-10-11 12:00:00	7548.0	11/10/2012 12:00	30263	15.11
2012-10-11 13:00:00	7549.0	11/10/2012 13:00	30263	15.11
2012-10-11 14:00:00	7550.0	11/10/2012 14:00	257665	15.11
2012-10-11 15:00:00	7551.0	11/10/2012 15:00	30263	15.11
2012-10-11 16:00:00	7552.0	11/10/2012 16:00	30263	15.11
2012-10-11 17:00:00	7553.0	11/10/2012 17:00	200145	15.11
2012-10-11 18:00:00	7554.0	11/10/2012 18:00	30263	15.11
2012-10-11 19:00:00	7555.0	11/10/2012 19:00	204094	15.11
2012-10-11 20:00:00	7556.0	11/10/2012 20:00	31363	15.11
2012-10-11 21:00:00	7557.0	11/10/2012 21:00	201543	15.11
2012-10-11 22:00:00	7558.0	11/10/2012 22:00	30263	15.11
2012-10-11 23:00:00	7559.0	11/10/2012 23:00	29712	15.11
2012-10-12 00:00:00	8256.0	12/10/2012 0:00	30263	15.11
2012-10-12 01:00:00	8257.0	12/10/2012 1:00	31363	15.11
2012-10-12 02:00:00	8258.0	12/10/2012 2:00	30263	15.11
2012-10-12 03:00:00	8259.0	12/10/2012 3:00	29712	15.11
2012-10-12 04:00:00	8260.0	12/10/2012 4:00	29712	15.11
2012-10-12 05:00:00	8261.0	12/10/2012 5:00	30263	15.11
2012-10-12 06:00:00	8262.0	12/10/2012 6:00	30263	15.11
2012-10-12 07:00:00	8263.0	12/10/2012 7:00	29712	15.11
2012-10-12 08:00:00	8264.0	12/10/2012 8:00	30342	15.11
2012-10-12 09:00:00	8265.0	12/10/2012 9:00	30263	15.11
2012-10-12 10:00:00	8266.0	12/10/2012 10:00	31566	15.11
2012-10-12 11:00:00	8267.0	12/10/2012 11:00	32769	16.11
2012-10-12 12:00:00	8268.0	12/10/2012 12:00	329158	16.11
2012-10-12 13:00:00	8269.0	12/10/2012 13:00	346447	18.11
2012-10-12 14:00:00	8270.0	12/10/2012 14:00	340921	17.11
2012-10-12 15:00:00	8271.0	12/10/2012 15:00	33557	17.11
2012-10-12 16:00:00	8272.0	12/10/2012 16:00	32549	16.11
2012-10-12 17:00:00	8273.0	12/10/2012 17:00	323797	16.11
2012-10-12 18:00:00	8274.0	12/10/2012 18:00	34638	17.11
2012-10-12 19:00:00	8275.0	12/10/2012 19:00	30823	15.11
2012-10-12 20:00:00	8276.0	12/10/2012 20:00	32067	15.11
2012-10-12 21:00:00	8277.0	12/10/2012 21:00	33629	16.11
2012-10-12 22:00:00	8278.0	12/10/2012 22:00	30823	15.11
2012-10-12 23:00:00	8279.0	12/10/2012 23:00	32281	16.11
2012-10-13 00:00:00	6864.0	10/13/2012 0:00	122136	15.11
2012-10-13 01:00:00	6865.0	10/13/2012 1:00	29712	15.11
2012-10-13 02:00:00	6866.0	10/13/2012 2:00	29712	15.11
2012-10-13 03:00:00	6867.0	10/13/2012 3:00	29162	15.11
2012-10-13 04:00:00	6868.0	10/13/2012 4:00	29162	15.11
2012-10-13 05:00:00	6869.0	10/13/2012 5:00	29162	15.11
2012-10-13 06:00:00	6870.0	10/13/2012 6:00	29162	15.11
2012-10-13 07:00:00	6871.0	10/13/2012 7:00	29162	15.11
2012-10-13 08:00:00	6872.0	10/13/2012 8:00	29712	15.11
2012-10-13 09:00:00	6873.0	10/13/2012 9:00	29712	15.11
2012-10-13 10:00:00	6874.0	10/13/2012 10:00	124167	15.11
2012-10-13 11:00:00	6875.0	10/13/2012 11:00	126062	15.11
2012-10-13 12:00:00	6876.0	10/13/2012 12:00	134731	15.11
2012-10-13 13:00:00	6877.0	10/13/2012 13:00	131284	15.11
2012-10-13 14:00:00	6878.0	10/13/2012 14:00	132019	15.11
2012-10-13 15:00:00	6879.0	10/13/2012 15:00	134808	15.11
2012-10-13 16:00:00	6880.0	10/13/2012 16:00	132464	15.11
2012-10-13 17:00:00	6881.0	10/13/2012 17:00	126717	15.11
2012-10-13 18:00:00	6882.0	10/13/2012 18:00	128502	15.11
2012-10-13 19:00:00	6883.0	10/13/2012 19:00	127231	15.11
2012-10-13 20:00:00	6884.0	10/13/2012 20:00	126386	15.11
2012-10-13 21:00:00	6885.0	10/13/2012 21:00	124021	15.11
2012-10-13 22:00:00	6886.0	10/13/2012 22:00	185055	15.11
2012-10-13 23:00:00	6887.0	10/13/2012 23:00	126258	15.11
2012-10-14 00:00:00	6888.0	10/14/2012 0:00	126682	15.11
2012-10-14 01:00:00	6889.0	10/14/2012 1:00	126582	15.11
2012-10-14 02:00:00	6890.0	10/14/2012 2:00	126911	15.11
2012-10-14 03:00:00	6891.0	10/14/2012 3:00	132847	15.11
2012-10-14 04:00:00	6892.0	10/14/2012 4:00	127201	15.11
2012-10-14 05:00:00	6893.0	10/14/2012 5:00	127897	15.11
2012-10-14 06:00:00	6894.0	10/14/2012 6:00	134423	15.11
2012-10-14 07:00:00	6895.0	10/14/2012 7:00	126319	15.11
2012-10-14 08:00:00	6896.0	10/14/2012 8:00	135460	15.11
2012-10-14 09:00:00	6897.0	10/14/2012 9:00	147707	16.11
2012-10-14 10:00:00	6898.0	10/14/2012 10:00	143315	16.11
2012-10-14 11:00:00	6899.0	10/14/2012 11:00	171284	18.11
2012-10-14 12:00:00	6900.0	10/14/2012 12:00	179120	18.11
2012-10-14 13:00:00	6901.0	10/14/2012 13:00	184449	18.11
2012-10-14 14:00:00	6902.0	10/14/2012 14:00	186967	18.11
2012-10-14 15:00:00	6903.0	10/14/2012 15:00	186126	18.11
2012-10-14 16:00:00	6904.0	10/14/2012 16:00	181749	18.11
2012-10-14 17:00:00	6905.0	10/14/2012 17:00	176174	18.11
2012-10-14 18:00:00	6906.0	10/14/2012 18:00	174797	17.11
2012-10-14 19:00:00	6907.0	10/14/2012 19:00	178280	18.11
2012-10-14 20:00:00	6908.0	10/14/2012 20:00	189802	18.11
2012-10-14 21:00:00	6909.0	10/14/2012 21:00	187146	19.11
2012-10-14 22:00:00	6910.0	10/14/2012 22:00	170220	18.11
2012-10-14 23:00:00	6911.0	10/14/2012 23:00	199746	19.11
2012-10-15 00:00:00	6912.0	10/15/2012 0:00	196936	19.11
2012-10-15 01:00:00	6913.0	10/15/2012 1:00	338268	18.11
2012-10-15 02:00:00	6914.0	10/15/2012 2:00	321875	18.11
2012-10-15 03:00:00	6915.0	10/15/2012 3:00	323722	15.11
2012-10-15 04:00:00	6916.0	10/15/2012 4:00	308086	15.11
2012-10-15 05:00:00	6917.0	10/15/2012 5:00	318737	19.11
2012-10-15 06:00:00	6918.0	10/15/2012 6:00	350431	19.11
2012-10-15 07:00:00	6919.0	10/15/2012 7:00	377885	19.11
2012-10-15 08:00:00	6920.0	10/15/2012 8:00	383590	20.11
2012-10-15 09:00:00	6921.0	10/15/2012 9:00	258866	20.11
2012-10-15 10:00:00	6922.0	10/15/2012 10:00	436486	21.11
2012-10-15 11:00:00	6923.0	10/15/2012 11:00	259310	21.11
2012-10-15 12:00:00	6924.0	10/15/2012 12:00	511443	21.11
2012-10-15 13:00:00	6925.0	10/15/2012 13:00	544637	21.11
2012-10-15 14:00:00	6926.0	10/15/2012 14:00	533894	21.11
2012-10-15 15:00:00	6927.0	10/15/2012 15:00	507453	21.11
2012-10-15 16:00:00	6928.0	10/15/2012 16:00	553180	18.11
2012-10-15 17:00:00	6929.0	10/15/2012 17:00	213122	18.11
2012-10-15 18:00:00	6930.0	10/15/2012 18:00	181746	17.11
2012-10-15 19:00:00	6931.0	10/15/2012 19:00	174468	17.11
2012-10-15 20:00:00	6932.0	10/15/2012 20:00	148370	15.11
2012-10-15 21:00:00	6933.0	10/15/2012 21:00	139308	15.11
2012-10-15 22:00:00	6934.0	10/15/2012 22:00	403128	15.11
2012-10-15 23:00:00	6935.0	10/15/2012 23:00	138429	15.11
2012-10-16 00:00:00	6936.0	10/16/2012 0:00	133927	15.11
2012-10-16 01:00:00	6937.0	10/16/2012 1:00	148638	15.11
2012-10-16 02:00:00	6938.0	10/16/2012 2:00	146369	15.11
2012-10-16 03:00:00	6939.0	10/16/2012 3:00	134883	15.11
2012-10-16 04:00:00	6940.0	10/16/2012 4:00	138447	15.11
2012-10-16 05:00:00	6941.0	10/16/2012 5:00	148997	15.11
2012-10-16 06:00:00	6942.0	10/16/2012 6:00	137785	15.11
2012-10-16 07:00:00	6943.0	10/16/2012 7:00	149568	15.11
2012-10-16 08:00:00	6944.0	10/16/2012 8:00	167530	15.11
2012-10-16 09:00:00	6945.0	10/16/2012 9:00	163766	15.11
2012-10-16 10:00:00	6946.0	10/16/2012 10:00	136284	15.11
2012-10-16 11:00:00	6947.0	10/16/2012 11:00	185245	15.11
2012-10-16 12:00:00	6948.0	10/16/2012 12:00	179792	15.11
2012-10-16 13:00:00	6949.0	10/16/2012 13:00	198241	15.11
2012-10-16 14:00:00	6950.0	10/16/2012 14:00	208837	15.11
2012-10-16 15:00:00	6951.0	10/16/2012 15:00	195733	15.11
2012-10-16 16:00:00	6952.0	10/16/2012 16:00	179987	15.11
2012-10-16 17:00:00	6953.0	10/16/2012 17:00	143604	15.11
2012-10-16 18:00:00	6954.0	10/16/2012 18:00	135894	15.11
2012-10-16 19:00:00	6955.0	10/16/2012 19:00	134207	15.11
2012-10-16 20:00:00	6956.0	10/16/2012 20:00	130914	15.11
2012-10-16 21:00:00	6957.0	10/16/2012 21:00	128342	15.11
2012-10-16 22:00:00	6958.0	10/16/2012 22:00	180415	15.11
2012-10-16 23:00:00	6959.0	10/16/2012 23:00	129643	15.11
2012-10-17 00:00:00	6960.0	10/17/2012 0:00	123462	15.11
2012-10-17 01:00:00	6961.0	10/17/2012 1:00	130838	15.11
2012-10-17 02:00:00	6962.0	10/17/2012 2:00	139334	15.11
2012-10-17 03:00:00	6963.0	10/17/2012 3:00	130737	15.11
2012-10-17 04:00:00	6964.0	10/17/2012 4:00	132100	15.11
2012-10-17 05:00:00	6965.0	10/17/2012 5:00	131049	15.11
2012-10-17 06:00:00	6966.0	10/17/2012 6:00	132343	15.11
2012-10-17 07:00:00	6967.0	10/17/2012 7:00	140115	15.11
2012-10-17 08:00:00	6968.0	10/17/2012 8:00	147106	15.11
2012-10-17 09:00:00	6969.0	10/17/2012 9:00	151018	15.11
2012-10-17 10:00:00	6970.0	10/17/2012 10:00	129094	15.11
2012-10-17 11:00:00	6971.0	10/17/2012 11:00	222585	15.11
2012-10-17 12:00:00	6972.0	10/17/2012 12:00	219487	15.11
2012-10-17 13:00:00	6973.0	10/17/2012 13:00	251467	16.11
2012-10-17 14:00:00	6974.0	10/17/2012 14:00	276686	16.11
2012-10-17 15:00:00	6975.0	10/17/2012 15:00	260424	17.11
2012-10-17 16:00:00	6976.0	10/17/2012 16:00	221250	16.11
2012-10-17 17:00:00	6977.0	10/17/2012 17:00	169675	16.11
2012-10-17 18:00:00	6978.0	10/17/2012 18:00	156175	16.11
2012-10-17 19:00:00	6979.0	10/17/2012 19:00	153521	16.11
2012-10-17 20:00:00	6980.0	10/17/2012 20:00	147992	15.11
2012-10-17 21:00:00	6981.0	10/17/2012 21:00	148364	15.11
