Power Tset
131399.0 15.11
130977.0 15.11
29162.0 15.11
132832.0 15.11
29162.0 15.11
30263.0 15.11
29162.0 15.11
29712.0 15.11
29712.0 15.11
30813.0 15.11
29712.0 15.11
29162.0 15.11
29162.0 15.11
29712.0 15.11
29162.0 15.11
29162.0 15.11
29712.0 15.11
29712.0 15.11
30263.0 15.11
29712.0 15.11
29712.0 15.11
30263.0 15.11
29162.0 15.11
29712.0 15.11
29712.0 15.11
29712.0 15.11
30263.0 15.11
29712.0 15.11
29712.0 15.11
29712.0 15.11
30263.0 15.11
29712.0 15.11
30263.0 15.11
29162.0 15.11
29162.0 15.11
29712.0 15.11
29712.0 15.11
233429.0 15.11
184026.0 15.11
29712.0 15.11
187593.0 15.11
191816.0 15.11
198689.0 15.11
193396.0 15.11
190458.0 15.11
181178.0 15.11
143372.0 15.11
133542.0 15.11
133788.0 15.11
132107.0 15.11
131370.0 15.11
272799.0 15.11
131370.0 15.11
131802.0 15.11
148968.0 15.11
161882.0 15.11
29712.0 15.11
30263.0 15.11
29712.0 15.11
29712.0 15.11
29162.0 15.11
29162.0 15.11
118080.0 15.11
133352.0 15.11
198968.0 15.11
308983.0 15.11
245406.0 15.11
226427.0 15.11
239838.0 15.11
215514.0 15.11
148638.0 15.11
134236.0 15.11
138250.0 15.11
134363.0 15.11
129743.0 15.11
207207.0 15.11
129834.0 15.11
134175.0 15.11
265874.0 15.11
188142.0 15.11
185984.0 15.11
179504.0 15.11
195332.0 15.11
211261.0 15.11
222094.0 16.11
225125.0 16.11
245995.0 17.11
148091.0 16.11
294410.0 18.11
296473.0 18.11
322206.0 15.11
224183.0 18.11
390926.0 18.11
416166.0 19.11
194547.0 18.11
170220.0 18.11
165642.0 18.11
165933.0 18.11
163575.0 17.11
276893.0 18.11
136425.0 15.11
130937.0 15.11
264498.0 15.11
164152.0 15.11
157940.0 15.11
152161.0 15.11
151283.0 15.11
153107.0 15.11
149753.0 15.11
154752.0 15.11
158138.0 15.11
134533.0 15.11
159731.0 15.11
196456.0 15.11
211967.0 15.11
222889.0 15.11
210483.0 15.11
192258.0 15.11
149538.0 15.11
132188.0 15.11
133095.0 15.11
130891.0 15.11
147029.0 15.11
307869.0 15.11
132441.0 15.11
130470.0 15.11
136334.0 15.11
132363.0 15.11
130913.0 15.11
131669.0 15.11
131417.0 15.11
130970.0 15.11
126533.0 15.11
131702.0 15.11
133155.0 15.11
129344.0 15.11
149468.0 15.11
131105.0 15.11
133095.0 15.11
131205.0 15.11
131639.0 15.11
131223.0 15.11
131223.0 15.11
131280.0 15.11
132188.0 15.11
131762.0 15.11
131701.0 15.11
134064.0 15.11
130605.0 15.11
130737.0 15.11
130916.0 15.11
130497.0 15.11
19258.0 15.11
19258.0 15.11
18708.0 15.11
19258.0 15.11
18708.0 15.11
123770.0 15.11
127952.0 15.11
131884.0 15.11
131075.0 15.11
133927.0 15.11
141915.0 15.11
136684.0 15.11
141186.0 15.11
141578.0 15.11
138300.0 15.11
138281.0 15.11
138581.0 15.11
139966.0 15.11
131496.0 15.11
130937.0 15.11
131872.0 15.11
130385.0 15.11
159668.0 15.11
148750.0 15.11
166046.0 15.11
167797.0 15.11
155452.0 15.11
158716.0 15.11
160496.0 15.11
262949.0 15.11
159161.0 15.11
129169.0 15.11
178609.0 15.11
205658.0 15.11
246563.0 16.11
287011.0 17.11
262594.0 17.11
262594.0 17.11
169466.0 17.11
142278.0 16.11
136713.0 15.11
133606.0 15.11
132658.0 15.11
167893.0 15.11
141078.0 15.11
140694.0 15.11
314357.0 16.11
225267.0 17.11
238430.0 17.11
249230.0 18.11
270224.0 18.11
312611.0 19.11
443362.0 20.11
515032.0 22.11
528763.0 22.11
181605.0 22.11
588302.0 23.11
592130.0 23.11
596046.0 23.11
594757.0 22.11
581562.0 23.11
519422.0 22.11
249153.0 22.11
201033.0 21.11
198461.0 21.11
196337.0 21.11
191242.0 20.11
556413.0 21.11
199895.0 20.11
195781.0 20.11
510236.0 20.11
474836.0 20.11
422609.0 19.11
429057.0 20.11
441035.0 20.11
529960.0 20.11
474277.0 20.11
493218.0 20.11
492772.0 20.11
190282.0 20.11
488366.0 20.11
507334.0 21.11
528328.0 21.11
509040.0 21.11
495542.0 20.11
225282.0 19.11
191677.0 18.11
163610.0 18.11
154035.0 17.11
152143.0 17.11
147025.0 16.11
444278.0 16.11
156283.0 16.11
146191.0 15.11
319389.0 15.11
302726.0 15.11
219996.0 16.11
216266.0 16.11
214641.0 15.11
225436.0 16.11
240649.0 17.11
263027.0 17.11
289203.0 18.11
165294.0 18.11
459645.0 20.11
543473.0 21.11
577088.0 22.11
592396.0 22.11
411896.0 23.11
415989.0 23.11
312841.0 23.11
242593.0 22.11
217842.0 22.11
216161.0 22.11
209123.0 21.11
471108.0 21.11
221284.0 21.11
217198.0 20.11
381148.0 20.11
381479.0 20.11
378041.0 20.11
378692.0 20.11
379018.0 20.11
381148.0 20.11
392713.0 21.11
397732.0 21.11
410427.0 23.11
214331.0 23.11
405030.0 22.11
541295.0 24.11
720490.0 24.11
598665.0 24.11
557493.0 23.11
482068.0 22.11
232569.0 21.11
195082.0 21.11
194208.0 21.11
197586.0 22.11
194985.0 22.11
398080.0 21.11
194997.0 21.11
193135.0 21.11
202637.0 21.11
200332.0 20.11
187568.0 20.11
192921.0 19.11
193813.0 20.11
211495.0 21.11
226634.0 22.11
230650.0 22.11
234173.0 23.11
210075.0 23.11
244981.0 24.11
249782.0 23.11
242327.0 23.11
238921.0 23.11
