Tset	Date	Twet	Load	Hour(s)	TimeStamp(s)
15.11	12/8/2011 2:00	1.30	58.2	7200	1323309600
15.11	12/8/2011 3:00	0.70	58.2	10800	1323313200
15.11	12/8/2011 4:00	-0.20	58.2	14400	1323316800
15.11	12/8/2011 5:00	-0.30	58.2	18000	1323320400
15.11	12/8/2011 6:00	-0.80	58.2	21600	1323324000
15.11	12/8/2011 7:00	-0.50	58.2	25200	1323327600
15.11	12/8/2011 8:00	0.40	58.2	28800	1323331200
15.11	12/8/2011 9:00	0.70	58.2	32400	1323334800
15.11	12/8/2011 10:00	1.70	58.2	36000	1323338400
15.11	12/8/2011 11:00	2.00	58.2	39600	1323342000
15.11	12/8/2011 12:00	2.40	58.2	43200	1323345600
15.11	12/8/2011 13:00	2.70	1154.3	46800	1323349200
15.11	12/8/2011 14:00	2.70	543.2	50400	1323352800
15.11	12/8/2011 15:00	2.40	834.2	54000	1323356400
15.11	12/8/2011 16:00	1.20	717.8	57600	1323360000
15.11	12/8/2011 17:00	0.90	766.3	61200	1323363600
15.11	12/8/2011 18:00	0.80	688.7	64800	1323367200
15.11	12/8/2011 19:00	-0.30	679	68400	1323370800
15.11	12/8/2011 20:00	-0.30	475.3	72000	1323374400
15.11	12/8/2011 21:00	-0.80	58.2	75600	1323378000
15.11	12/8/2011 22:00	-0.80	407.4	79200	1323381600
15.11	12/8/2011 23:00	-1.10	417.1	82800	1323385200
15.11	12/9/2011 0:00	-1.50	407.4	0	1323388800
15.11	12/9/2011 1:00	-1.70	407.4	3600	1323392400
15.11	12/9/2011 2:00	-2.00	58.2	7200	1323396000
15.11	12/9/2011 3:00	-2.00	58.2	10800	1323399600
15.11	12/9/2011 4:00	-2.20	58.2	14400	1323403200
15.11	12/9/2011 5:00	-2.60	58.2	18000	1323406800
15.11	12/9/2011 6:00	-2.60	58.2	21600	1323410400
15.11	12/9/2011 7:00	-1.70	58.2	25200	1323414000
15.11	12/9/2011 8:00	1.60	58.2	28800	1323417600
15.11	12/9/2011 9:00	3.50	58.2	32400	1323421200
15.11	12/9/2011 10:00	5.00	58.2	36000	1323424800
15.11	12/9/2011 11:00	5.90	58.2	39600	1323428400
15.11	12/9/2011 12:00	6.30	58.2	43200	1323432000
15.11	12/9/2011 13:00	5.90	58.2	46800	1323435600
15.11	12/9/2011 14:00	5.70	58.2	50400	1323439200
15.11	12/9/2011 15:00	5.70	58.2	54000	1323442800
15.11	12/9/2011 16:00	4.80	58.2	57600	1323446400
15.11	12/9/2011 17:00	2.90	58.2	61200	1323450000
15.11	12/9/2011 18:00	2.30	58.2	64800	1323453600
15.11	12/9/2011 19:00	1.10	58.2	68400	1323457200
15.11	12/9/2011 20:00	1.60	58.2	72000	1323460800
15.11	12/9/2011 21:00	1.30	58.2	75600	1323464400
15.11	12/9/2011 22:00	0.70	58.2	79200	1323468000
15.11	12/9/2011 23:00	1.10	58.2	82800	1323471600
15.11	12/10/2011 0:00	1.10	58.2	0	1323475200
15.11	12/10/2011 1:00	0.50	58.2	3600	1323478800
15.11	12/10/2011 2:00	0.00	58.2	7200	1323482400
15.11	12/10/2011 3:00	0.30	436.5	10800	1323486000
15.11	12/10/2011 4:00	0.70	436.5	14400	1323489600
15.11	12/10/2011 5:00	0.90	58.2	18000	1323493200
15.11	12/10/2011 6:00	0.60	58.2	21600	1323496800
15.11	12/10/2011 7:00	0.80	58.2	25200	1323500400
15.11	12/10/2011 8:00	2.00	58.2	28800	1323504000
15.11	12/10/2011 9:00	2.90	58.2	32400	1323507600
15.11	12/10/2011 10:00	3.50	58.2	36000	1323511200
15.11	12/10/2011 11:00	3.30	698.4	39600	1323514800
15.11	12/10/2011 12:00	2.60	766.3	43200	1323518400
15.11	12/10/2011 13:00	2.30	766.3	46800	1323522000
15.11	12/10/2011 14:00	2.30	727.5	50400	1323525600
15.11	12/10/2011 15:00	0.80	834.2	54000	1323529200
15.11	12/10/2011 16:00	-0.30	834.2	57600	1323532800
15.11	12/10/2011 17:00	-0.80	892.4	61200	1323536400
15.11	12/10/2011 18:00	-2.00	940.9	64800	1323540000
15.11	12/10/2011 20:00	-2.40	824.5	72000	1323547200
15.11	12/10/2011 21:00	-3.40	58.2	75600	1323550800
15.11	12/10/2011 22:00	-3.50	727.5	79200	1323554400
15.11	12/10/2011 23:00	-3.10	58.2	82800	1323558000
15.11	12/11/2011 0:00	-3.10	58.2	0	1323561600
15.11	12/11/2011 1:00	-3.30	58.2	3600	1323565200
15.11	12/11/2011 2:00	-3.30	58.2	7200	1323568800
15.11	12/11/2011 3:00	-3.60	58.2	10800	1323572400
15.11	12/11/2011 4:00	-5.40	58.2	14400	1323576000
15.11	12/11/2011 5:00	-5.40	58.2	18000	1323579600
15.11	12/11/2011 6:00	-5.80	58.2	21600	1323583200
15.11	12/11/2011 7:00	-4.90	58.2	25200	1323586800
15.11	12/11/2011 8:00	-2.00	58.2	28800	1323590400
15.11	12/11/2011 9:00	-0.60	58.2	32400	1323594000
15.11	12/11/2011 10:00	-0.50	417.1	36000	1323597600
15.11	12/11/2011 11:00	-0.30	58.2	39600	1323601200
15.11	12/11/2011 12:00	-0.40	58.2	43200	1323604800
15.11	12/11/2011 13:00	-0.10	1057.3	46800	1323608400
15.11	12/11/2011 14:00	0.10	475.3	50400	1323612000
15.11	12/11/2011 15:00	-0.10	902.1	54000	1323615600
15.11	12/11/2011 16:00	-0.90	824.5	57600	1323619200
15.11	12/11/2011 17:00	-1.50	640.2	61200	1323622800
15.11	12/11/2011 18:00	-2.10	669.3	64800	1323626400
15.11	12/11/2011 19:00	-2.90	640.2	68400	1323630000
15.11	12/11/2011 20:00	-3.60	446.2	72000	1323633600
15.11	12/11/2011 21:00	-3.60	426.8	75600	1323637200
15.11	12/11/2011 22:00	-4.00	397.7	79200	1323640800
15.11	12/11/2011 23:00	-4.00	397.7	82800	1323644400
15.11	12/12/2011 0:00	-4.30	58.2	0	1323648000
15.11	12/12/2011 1:00	-5.10	58.2	3600	1323651600
15.11	12/12/2011 2:00	-5.10	388	7200	1323655200
15.11	12/12/2011 3:00	-5.10	494.7	10800	1323658800
15.11	12/12/2011 4:00	-5.60	58.2	14400	1323662400
15.11	12/12/2011 5:00	-5.10	58.2	18000	1323666000
15.11	12/12/2011 6:00	-5.60	58.2	21600	1323669600
15.11	12/12/2011 7:00	-5.10	58.2	25200	1323673200
15.11	12/12/2011 8:00	-2.00	58.2	28800	1323676800
15.11	12/12/2011 9:00	-0.30	58.2	32400	1323680400
15.11	12/12/2011 10:00	1.70	58.2	36000	1323684000
15.11	12/12/2011 11:00	1.20	58.2	39600	1323687600
15.11	12/12/2011 12:00	1.90	58.2	43200	1323691200
15.11	12/12/2011 13:00	2.80	58.2	46800	1323694800
15.11	12/12/2011 14:00	3.30	426.8	50400	1323698400
15.11	12/12/2011 15:00	2.70	58.2	54000	1323702000
15.11	12/12/2011 16:00	1.50	58.2	57600	1323705600
15.11	12/12/2011 17:00	0.30	58.2	61200	1323709200
15.11	12/12/2011 18:00	-0.50	58.2	64800	1323712800
15.11	12/12/2011 19:00	-0.30	785.7	68400	1323716400
15.11	12/12/2011 20:00	-1.50	58.2	72000	1323720000
15.11	12/12/2011 21:00	-1.50	58.2	75600	1323723600
15.11	12/12/2011 22:00	-1.90	58.2	79200	1323727200
15.11	12/12/2011 23:00	-2.20	58.2	82800	1323730800
15.11	12/13/2011 0:00	-2.40	58.2	0	1323734400
15.11	12/13/2011 1:00	-2.70	58.2	3600	1323738000
15.11	12/13/2011 2:00	-3.30	58.2	7200	1323741600
15.11	12/13/2011 3:00	-4.20	58.2	10800	1323745200
15.11	12/13/2011 4:00	-4.80	58.2	14400	1323748800
15.11	12/13/2011 5:00	-4.40	58.2	18000	1323752400
15.11	12/13/2011 6:00	-4.80	58.2	21600	1323756000
15.11	12/13/2011 7:00	-2.60	58.2	25200	1323759600
15.11	12/13/2011 8:00	0.50	58.2	28800	1323763200
15.11	12/13/2011 9:00	2.90	58.2	32400	1323766800
15.11	12/13/2011 10:00	3.40	58.2	36000	1323770400
15.11	12/13/2011 11:00	4.00	58.2	39600	1323774000
15.11	12/13/2011 12:00	3.60	58.2	43200	1323777600
15.11	12/13/2011 13:00	3.60	58.2	46800	1323781200
15.11	12/13/2011 14:00	4.30	58.2	50400	1323784800
