	Twet	Load	Tset
431	3.2	55.0	15.11
432	2.7	54.0	15.11
433	2.6	56.0	15.11
434	1.2	55.0	15.11
435	2.2	55.0	15.11
436	1.7	55.0	15.11
437	2.3	54.0	15.11
438	2.4	55.0	15.11
439	3.3	54.0	15.11
440	4.7	55.0	15.11
441	6.8	464.0	15.11
442	6.8	390.0	15.11
443	7.1	455.0	15.11
444	7.6	465.0	15.11
445	7.6	461.0	15.11
446	7.3	460.0	15.11
447	6.4	462.0	15.11
448	5.6	448.0	15.11
449	5.6	538.0	15.11
450	5.5	367.0	15.11
451	5.1	56.0	15.11
452	4.8	55.0	15.11
453	4.0	447.0	15.11
454	3.8	437.0	15.11
455	4.0	55.0	15.11
456	4.0	463.0	15.11
457	3.9	55.0	15.11
458	3.9	437.0	15.11
459	3.7	55.0	15.11
460	3.5	55.0	15.11
461	3.7	55.0	15.11
462	3.6	55.0	15.11
463	3.7	55.0	15.11
464	4.3	372.0	15.11
465	4.4	466.0	15.11
466	5.0	55.0	15.11
467	5.2	409.0	15.11
468	5.0	425.0	15.11
469	4.7	415.0	15.11
470	4.2	461.0	15.11
471	5.0	55.0	15.11
472	5.8	437.0	15.11
473	5.5	497.0	15.11
474	6.0	55.0	15.11
475	6.7	393.0	15.11
476	7.5	591.0	15.11
477	9.4	55.0	15.11
478	10.7	55.0	15.11
479	12.1	421.0	15.11
480	13.2	432.0	16.11
481	13.5	564.0	16.11
482	10.2	520.0	15.11
483	6.2	54.0	15.11
484	4.4	388.0	15.11
485	3.9	438.0	15.11
486	3.4	55.0	15.11
487	2.5	55.0	15.11
488	2.1	55.0	15.11
489	2.1	56.0	15.11
490	1.9	461.0	15.11
491	1.9	55.0	15.11
492	1.9	55.0	15.11
493	1.5	54.0	15.11
494	1.3	55.0	15.11
495	1.0	54.0	15.11
496	0.9	54.0	15.11
497	0.8	55.0	15.11
498	0.5	55.0	15.11
499	0.1	55.0	15.11
500	0.2	55.0	15.11
501	0.4	54.0	16.11
502	0.4	54.0	16.11
503	0.4	54.0	16.11
504	0.4	55.0	15.11
505	0.5	55.0	15.11
506	0.7	54.0	15.11
507	0.5	55.0	15.11
508	0.4	54.0	16.11
509	0.2	55.0	15.11
510	0.4	55.0	15.11
511	0.5	55.0	15.11
512	0.5	54.0	15.11
513	0.7	55.0	15.11
514	1.1	55.0	15.11
515	1.8	55.0	15.11
516	1.8	786.0	15.11
517	1.4	54.0	15.11
518	1.2	54.0	15.11
519	0.6	54.0	15.11
520	0.2	55.0	15.11
521	-0.3	55.0	15.11
522	-0.7	55.0	15.11
523	-1.0	55.0	15.11
524	-1.0	54.0	15.11
525	-1.3	55.0	15.11
526	-1.5	54.0	15.11
527	-1.5	54.0	15.11
528	-1.8	54.0	15.11
529	-2.0	54.0	15.11
530	-2.1	56.0	15.11
531	-2.3	54.0	15.11
532	-1.9	55.0	15.11
533	-2.6	54.0	15.11
534	-3.3	54.0	15.11
535	-1.7	54.0	15.11
536	0.0	54.0	15.11
537	0.1	54.0	15.11
538	1.2	54.0	15.11
539	2.0	54.0	15.11
540	2.3	390.0	15.11
541	2.5	54.0	15.11
542	2.6	55.0	15.11
543	2.7	430.0	15.11
544	1.5	55.0	15.11
545	1.2	55.0	15.11
546	2.0	55.0	15.11
547	1.0	54.0	15.11
548	0.6	55.0	15.11
549	0.2	54.0	15.11
550	-0.1	54.0	15.11
551	-0.1	55.0	15.11
552	-0.5	54.0	15.11
553	-0.5	55.0	15.11
554	-1.0	54.0	15.11
555	-1.2	55.0	15.11
556	-0.6	55.0	15.11
557	-0.7	54.0	15.11
558	-0.1	54.0	15.11
559	0.4	54.0	16.11
560	1.5	53.0	15.11
561	1.6	54.0	15.11
562	1.9	54.0	15.11
563	2.2	55.0	15.11
564	2.1	54.0	15.11
565	2.1	54.0	15.11
566	2.6	54.0	15.11
567	2.6	54.0	15.11
568	2.8	54.0	15.11
569	2.6	54.0	15.11
570	2.6	54.0	15.11
571	2.8	54.0	15.11
572	2.8	54.0	15.11
573	2.8	54.0	15.11
574	2.8	54.0	15.11
575	3.0	54.0	15.11
576	3.1	54.0	15.11
577	2.6	54.0	15.11
578	2.3	54.0	15.11
579	1.7	55.0	15.11
580	1.7	54.0	15.11
581	1.5	54.0	15.11
582	1.0	54.0	15.11
583	2.1	54.0	15.11
584	3.8	54.0	15.11
585	4.1	54.0	15.11
586	5.4	55.0	15.11
587	6.3	395.0	15.11
588	5.4	412.0	15.11
589	5.1	414.0	15.11
590	4.8	54.0	15.11
591	3.9	55.0	15.11
592	4.0	506.0	15.11
593	4.0	56.0	15.11
594	4.0	391.0	15.11
595	3.5	55.0	15.11
596	3.6	55.0	15.11
597	2.7	55.0	15.11
598	2.5	542.0	15.11
599	1.7	54.0	15.11
600	0.9	55.0	15.11
601	0.8	55.0	15.11
602	0.3	54.0	15.11
603	0.0	54.0	15.11
604	-0.1	53.0	15.11
605	-0.1	54.0	15.11
606	0.0	54.0	15.11
607	0.2	53.0	15.11
608	0.2	54.0	15.11
609	0.4	54.0	16.11
610	0.7	53.0	15.11
611	1.0	53.0	15.11
612	1.5	54.0	15.11
613	2.0	53.0	15.11
614	3.1	55.0	15.11
615	3.7	54.0	15.11
616	4.5	55.0	15.11
617	5.0	56.0	15.11
618	5.8	55.0	15.11
619	4.8	622.0	15.11
620	3.1	54.0	15.11
621	2.9	54.0	15.11
622	2.6	54.0	15.11
623	2.6	54.0	15.11
624	2.4	54.0	15.11
625	2.7	54.0	15.11
626	2.1	55.0	15.11
627	1.7	55.0	15.11
628	1.3	55.0	15.11
629	1.3	54.0	15.11
630	1.8	54.0	15.11
631	1.6	54.0	15.11
632	1.9	55.0	15.11
633	1.7	54.0	15.11
634	1.8	54.0	15.11
635	1.7	54.0	15.11
636	1.0	54.0	15.11
637	1.0	55.0	15.11
638	0.5	54.0	15.11
639	0.5	54.0	15.11
640	0.4	54.0	16.11
641	0.4	54.0	16.11
642	0.4	54.0	16.11
643	0.4	55.0	15.11
644	0.6	54.0	15.11
645	0.6	55.0	15.11
646	0.6	54.0	15.11
647	0.6	54.0	15.11
648	0.2	55.0	15.11
649	0.2	53.0	15.11
650	0.2	53.0	15.11
651	0.2	54.0	15.11
652	0.0	55.0	15.11
653	0.0	54.0	15.11
654	0.1	54.0	15.11
655	0.6	54.0	15.11
656	0.7	53.0	15.11
