Date	Twet	Load	Hour(s)	TimeStamp(s)
2013-02-13 17:00:00	2.6	2022.4500000000005	61200	1360774800
2013-02-13 18:00:00	1.7	1411.35	64800	1360778400
2013-02-13 19:00:00	0.8	873.0	68400	1360782000
2013-02-13 20:00:00	0.0	902.1	72000	1360785600
2013-02-13 21:00:00	0.0	858.4499999999998	75600	1360789200
2013-02-13 22:00:00	0.3	873.0	79200	1360792800
2013-02-13 23:00:00	0.8	873.0	82800	1360796400
2013-02-14 00:00:00	0.8	858.4499999999998	0	1360800000
2013-02-14 01:00:00	0.8	916.65	3600	1360803600
2013-02-14 02:00:00	0.3	2066.1	7200	1360807200
2013-02-14 03:00:00	-0.2	1920.6	10800	1360810800
2013-02-14 04:00:00	-0.2	1993.35	14400	1360814400
2013-02-14 05:00:00	-0.7	2066.1	18000	1360818000
2013-02-14 06:00:00	-0.7	2153.4	21600	1360821600
2013-02-14 07:00:00	0.0	2211.6	25200	1360825200
2013-02-14 08:00:00	0.7	2226.15	28800	1360828800
2013-02-14 09:00:00	1.3	679.0000000000001	32400	1360832400
2013-02-14 10:00:00	2.3	611.1	36000	1360836000
2013-02-14 11:00:00	2.7	630.5	39600	1360839600
2013-02-14 12:00:00	3.1	659.6	43200	1360843200
2013-02-14 13:00:00	2.9	649.9000000000002	46800	1360846800
2013-02-14 14:00:00	3.1	659.6	50400	1360850400
2013-02-14 15:00:00	2.9	649.9000000000002	54000	1360854000
2013-02-14 16:00:00	3.4	659.6	57600	1360857600
2013-02-14 17:00:00	2.5	669.3000000000002	61200	1360861200
2013-02-14 18:00:00	1.6	640.2	64800	1360864800
2013-02-14 19:00:00	1.1	611.1	68400	1360868400
2013-02-14 20:00:00	0.1	640.2	72000	1360872000
2013-02-14 21:00:00	0.1	611.1	75600	1360875600
2013-02-14 22:00:00	-0.8	611.1	79200	1360879200
2013-02-14 23:00:00	-0.4	601.4	82800	1360882800
2013-02-15 00:00:00	0.5	591.7	0	1360886400
2013-02-15 01:00:00	-0.2	611.1	3600	1360890000
