	Twet	Load	Tset
457	14.9	945.0	17.11
458	14.9	684.0	18.11
459	14.6	655.0	18.11
460	14.3	662.0	17.11
461	14.3	668.0	17.11
462	14.6	723.0	18.11
463	15.1	730.0	18.11
464	15.3	819.0	18.11
465	15.8	444.0	18.11
466	16.1	929.0	18.11
467	16.5	940.0	19.11
468	16.3	932.0	19.11
469	16.8	1112.0	19.11
470	17.0	1124.0	20.11
471	17.4	1124.0	20.11
472	16.9	602.0	20.11
473	16.5	509.0	19.11
474	16.3	483.0	19.11
475	15.6	466.0	18.11
476	15.8	469.0	18.11
477	15.3	928.0	18.11
478	15.1	495.0	18.11
479	15.1	477.0	18.11
480	15.1	765.0	18.11
481	15.4	810.0	18.11
482	15.2	752.0	18.11
483	14.6	730.0	18.11
484	14.6	760.0	18.11
485	15.0	817.0	17.11
486	15.2	856.0	18.11
487	15.5	901.0	18.11
488	16.2	941.0	19.11
489	16.4	462.0	19.11
490	17.2	1175.0	20.11
491	17.8	1173.0	20.11
492	18.4	1215.0	21.11
493	18.8	1214.0	21.11
494	19.5	1224.0	22.11
495	19.5	1187.0	22.11
496	18.9	643.0	22.11
497	18.7	532.0	21.11
498	17.6	493.0	20.11
499	17.4	489.0	20.11
500	16.9	491.0	19.11
501	16.9	945.0	19.11
502	17.0	517.0	19.11
503	16.7	502.0	19.11
504	15.6	829.0	18.11
505	15.4	1042.0	18.11
506	15.4	755.0	18.11
507	14.9	746.0	18.11
508	14.9	763.0	18.11
509	15.4	763.0	18.11
510	16.2	857.0	18.11
511	17.7	938.0	20.11
512	18.7	946.0	21.11
513	19.2	492.0	22.11
514	18.4	1253.0	21.11
515	18.7	946.0	21.11
516	18.7	946.0	21.11
517	18.4	1294.0	21.11
518	18.2	909.0	20.11
519	18.1	930.0	20.11
520	17.2	594.0	20.11
521	16.7	477.0	19.11
522	16.3	483.0	19.11
523	17.1	493.0	19.11
524	17.2	491.0	20.11
525	16.7	946.0	19.11
526	16.2	480.0	19.11
527	15.7	473.0	18.11
528	15.8	506.0	18.11
529	15.6	494.0	18.11
530	15.6	492.0	18.11
531	15.3	487.0	18.11
532	15.1	484.0	18.11
533	15.4	482.0	18.11
534	15.4	481.0	18.11
535	15.6	490.0	18.11
536	15.4	491.0	18.11
537	15.4	481.0	18.11
538	16.5	497.0	19.11
539	15.6	494.0	18.11
540	15.6	496.0	18.11
541	15.4	493.0	18.11
542	14.9	484.0	17.11
543	14.1	458.0	17.11
544	13.5	447.0	16.11
545	13.5	453.0	16.11
546	13.0	432.0	15.11
547	13.0	429.0	15.11
548	12.7	424.0	15.11
549	12.4	500.0	15.11
550	12.2	423.0	15.11
551	12.2	423.0	15.11
552	11.6	422.0	15.11
553	11.3	462.0	15.11
554	10.8	405.0	15.11
555	10.5	415.0	15.11
556	10.2	419.0	15.11
557	10.2	410.0	15.11
558	10.2	424.0	15.11
559	9.9	433.0	15.11
560	10.5	410.0	15.11
561	10.5	421.0	15.11
562	10.7	417.0	15.11
563	11.5	416.0	15.11
564	11.8	423.0	15.11
565	12.3	430.0	15.11
566	12.8	428.0	15.11
567	13.3	463.0	16.11
568	12.8	449.0	15.11
569	12.5	430.0	15.11
570	12.5	439.0	15.11
571	12.6	446.0	15.11
572	13.1	429.0	16.11
573	13.1	416.0	16.11
574	13.1	455.0	16.11
575	12.9	442.0	15.11
576	12.0	652.0	15.11
577	11.3	634.0	15.11
578	11.0	596.0	15.11
579	10.2	596.0	15.11
580	10.4	595.0	15.11
581	9.4	612.0	15.11
582	9.1	627.0	15.11
583	8.8	641.0	15.11
584	7.6	671.0	15.11
585	7.9	434.0	15.11
586	7.0	672.0	15.11
587	7.9	662.0	15.11
588	7.2	663.0	15.11
589	6.6	665.0	15.11
590	6.2	635.0	15.11
591	5.6	591.0	15.11
592	4.5	458.0	15.11
593	3.4	417.0	15.11
594	3.0	418.0	15.11
595	2.1	420.0	15.11
596	1.3	54.0	15.11
597	0.6	658.0	15.11
598	0.0	54.0	15.11
599	-0.8	53.0	15.11
600	-1.1	54.0	15.11
601	-1.7	54.0	15.11
602	-1.9	53.0	15.11
603	-2.2	53.0	15.11
604	-2.3	53.0	15.11
605	-2.1	52.0	15.11
606	-1.0	53.0	15.11
607	-0.3	53.0	15.11
608	0.6	53.0	15.11
609	1.3	54.0	15.11
610	2.4	764.0	15.11
611	3.3	52.0	15.11
612	3.5	800.0	15.11
613	4.0	809.0	15.11
614	4.0	569.0	15.11
