Tset	Date	Twet	Load	Hour(s)	 TimeStamp(s)
15.11	4/7/2011 17:00	9.7	582	61200	1302195600
15.11	4/7/2011 18:00	9.7	58.2	64800	1302199200
15.11	4/7/2011 19:00	9.7	58.2	68400	1302202800
15.11	4/7/2011 20:00	8.6	58.2	72000	1302206400
15.11	4/7/2011 21:00	7.3	58.2	75600	1302210000
15.11	4/7/2011 22:00	6.2	58.2	79200	1302213600
15.11	4/7/2011 23:00	6.2	58.2	82800	1302217200
15.11	4/8/2011 0:00	6.2	58.2	0	1302220800
15.11	4/8/2011 1:00	5.9	58.2	3600	1302224400
15.11	4/8/2011 2:00	6.2	388	7200	1302228000
15.11	4/8/2011 3:00	6.4	475.3	10800	1302231600
15.11	4/8/2011 4:00	6.4	417.1	14400	1302235200
15.11	4/8/2011 5:00	6.6	58.2	18000	1302238800
15.11	4/8/2011 6:00	6.6	58.2	21600	1302242400
15.11	4/8/2011 7:00	6.9	58.2	25200	1302246000
15.11	4/8/2011 8:00	6.9	58.2	28800	1302249600
15.11	4/8/2011 9:00	7	58.2	32400	1302253200
15.11	4/8/2011 10:00	7	407.4	36000	1302256800
15.11	4/8/2011 11:00	7	58.2	39600	1302260400
15.11	4/8/2011 12:00	6.7	58.2	43200	1302264000
15.11	4/8/2011 13:00	6.7	543.2	46800	1302267600
15.11	4/8/2011 14:00	6.9	388	50400	1302271200
15.11	4/8/2011 15:00	6.1	58.2	54000	1302274800
15.11	4/8/2011 16:00	5.6	426.8	57600	1302278400
15.11	4/8/2011 17:00	5.3	397.7	61200	1302282000
15.11	4/8/2011 18:00	4.8	388	64800	1302285600
15.11	4/8/2011 19:00	5.3	388	68400	1302289200
15.11	4/8/2011 20:00	5.6	58.2	72000	1302292800
15.11	4/8/2011 21:00	5.3	407.4	75600	1302296400
15.11	4/8/2011 22:00	5.3	58.2	79200	1302300000
15.11	4/8/2011 23:00	5.3	58.2	82800	1302303600
15.11	4/9/2011 0:00	5.3	58.2	0	1302307200
15.11	4/9/2011 1:00	5.3	58.2	3600	1302310800
15.11	4/9/2011 2:00	5	58.2	7200	1302314400
15.11	4/9/2011 3:00	5.3	58.2	10800	1302318000
15.11	4/9/2011 4:00	5.3	58.2	14400	1302321600
15.11	4/9/2011 5:00	5.3	58.2	18000	1302325200
15.11	4/9/2011 6:00	5.6	58.2	21600	1302328800
15.11	4/9/2011 7:00	5.9	58.2	25200	1302332400
15.11	4/9/2011 8:00	6.1	58.2	28800	1302336000
15.11	4/9/2011 9:00	6.4	58.2	32400	1302339600
15.11	4/9/2011 10:00	7	58.2	36000	1302343200
15.11	4/9/2011 11:00	7.6	58.2	39600	1302346800
15.11	4/9/2011 12:00	8.1	58.2	43200	1302350400
15.11	4/9/2011 13:00	8.6	523.8	46800	1302354000
15.11	4/9/2011 14:00	8.6	446.2	50400	1302357600
15.11	4/9/2011 15:00	8.6	679	54000	1302361200
15.11	4/9/2011 16:00	8.6	475.3	57600	1302364800
15.11	4/9/2011 17:00	8.6	485	61200	1302368400
15.11	4/9/2011 18:00	8.6	485	64800	1302372000
15.11	4/9/2011 19:00	8.6	58.2	68400	1302375600
15.11	4/9/2011 20:00	8.6	397.7	72000	1302379200
15.11	4/9/2011 21:00	8.9	58.2	75600	1302382800
15.11	4/9/2011 22:00	8.6	58.2	79200	1302386400
15.11	4/9/2011 23:00	8.6	58.2	82800	1302390000
15.11	4/10/2011 0:00	8.6	58.2	0	1302393600
15.11	4/10/2011 1:00	8.6	58.2	3600	1302397200
15.11	4/10/2011 2:00	8.6	58.2	7200	1302400800
15.11	4/10/2011 3:00	8.8	58.2	10800	1302404400
15.11	4/10/2011 4:00	8.8	58.2	14400	1302408000
15.11	4/10/2011 5:00	8.8	58.2	18000	1302411600
15.11	4/10/2011 6:00	8.8	58.2	21600	1302415200
15.11	4/10/2011 7:00	9.1	58.2	25200	1302418800
