		Twet	Load	Twet_Dis	Load_Dis	Twet+Err	Load+Err	Twet+Err_Dis	Load+Err_Dis	Default	Tset_BN
Twbload	6969	10.7	476	16	3	10.7	476.0	16	3	No	15.11
Twbload	6970	10.5	393	16	2	10.5	393.0	16	2	No	15.11
Twbload	6971	11.2	673	17	4	11.2	673.0	17	4	No	15.11
Twbload	6972	12.2	647	18	4	12.2	647.0	18	4	No	15.11
Twbload	6973	12.4	713	18	4	12.4	713.0	18	4	No	15.11
Twbload	6974	13.1	752	19	4	13.1	752.0	19	4	No	16.11
Twbload	6975	13.6	709	19	4	13.6	709.0	19	4	No	16.11
Twbload	6976	13.2	631	19	4	13.2	631.0	19	4	No	16.11
Twbload	6977	13.0	498	19	3	13.0	498.0	19	3	No	16.11
Twbload	6978	13.3	450	19	3	13.3	450.0	19	3	No	16.11
Twbload	6979	13.1	444	19	3	13.1	444.0	19	3	No	16.11
Twbload	6980	12.6	442	18	3	12.6	442.0	18	3	No	15.11
Twbload	6981	12.9	433	18	3	12.9	433.0	18	3	No	15.11
Twbload	6982	12.9	565	18	3	12.9	565.0	18	3	No	15.11
Twbload	6983	12.9	452	18	3	12.9	452.0	18	3	No	15.11
Twbload	6984	12.3	441	18	3	12.3	441.0	18	3	No	15.11
Twbload	6985	12.3	543	18	3	12.3	543.0	18	3	No	15.11
Twbload	6986	12.1	548	18	3	12.1	548.0	18	3	No	15.11
Twbload	6987	11.5	566	17	3	11.5	566.0	17	3	No	15.11
Twbload	6988	11.3	490	17	3	11.3	490.0	17	3	No	15.11
Twbload	6989	11.0	493	17	3	11.0	493.0	17	3	No	15.11
Twbload	6990	11.5	573	17	3	11.5	573.0	17	3	No	15.11
Twbload	6991	12.6	549	18	3	12.6	549.0	18	3	No	15.11
Twbload	6992	13.4	616	19	4	13.4	616.0	19	4	No	16.11
Twbload	6993	13.5	697	19	4	13.5	697.0	19	4	No	16.11
Twbload	6994	13.9	439	19	3	13.9	439.0	19	3	No	16.11
Twbload	6995	15.1	823	21	5	15.1	823.0	21	5	No	18.11
Twbload	6996	15.9	918	21	5	15.9	918.0	21	5	No	18.11
Twbload	6997	15.6	885	21	5	15.6	885.0	21	5	No	18.11
Twbload	6998	16.2	884	22	5	16.2	884.0	22	5	No	19.11
Twbload	6999	15.7	874	21	5	15.7	874.0	21	5	No	18.11
Twbload	7000	15.8	806	21	4	15.8	806.0	21	4	No	18.11
Twbload	7001	15.3	555	21	3	15.3	555.0	21	3	No	18.11
Twbload	7002	15.5	502	21	3	15.5	502.0	21	3	No	18.11
Twbload	7003	15.6	504	21	3	15.6	504.0	21	3	No	18.11
Twbload	7004	16.0	506	22	3	16.0	506.0	22	3	No	19.11
Twbload	7005	16.3	507	22	3	16.3	507.0	22	3	No	19.11
Twbload	7006	16.3	754	22	4	16.3	754.0	22	4	No	19.11
Twbload	7007	16.6	558	22	3	16.6	558.0	22	3	No	19.11
Twbload	7008	16.6	539	22	3	16.6	539.0	22	3	No	19.11
Twbload	7009	16.6	810	22	4	16.6	810.0	22	4	No	19.11
Twbload	7010	17.2	895	23	5	17.2	895.0	23	5	No	20.11
Twbload	7011	16.4	827	22	5	16.4	827.0	22	5	No	19.11
Twbload	7012	16.7	830	22	5	16.7	830.0	22	5	No	19.11
Twbload	7013	16.9	872	22	5	16.9	872.0	22	5	No	19.11
Twbload	7014	17.1	906	23	5	17.1	906.0	23	5	No	20.11
Twbload	7015	17.3	928	23	5	17.3	928.0	23	5	No	20.11
Twbload	7016	18.2	943	24	5	18.2	943.0	24	5	No	21.11
Twbload	7017	18.2	644	24	4	18.2	644.0	24	4	No	21.11
Twbload	7018	18.8	1102	24	6	18.8	1102.0	24	6	No	21.11
Twbload	7019	19.2	624	25	4	19.2	624.0	25	4	No	22.11
Twbload	7020	18.7	1305	24	7	18.7	1305.0	24	7	No	21.11
Twbload	7021	19.0	1318	25	7	19.0	1318.0	25	7	No	22.11
Twbload	7022	18.3	1406	24	7	18.3	1406.0	24	7	No	21.11
Twbload	7023	18.0	809	24	4	18.0	809.0	24	4	No	21.11
Twbload	7024	17.1	54	23	1	17.1	54.0	23	1	No	19.11
Twbload	7025	17.5	54	23	1	17.5	54.0	23	1	No	19.11
Twbload	7026	16.9	54	22	1	16.9	54.0	22	1	No	18.11
Twbload	7027	14.4	54	20	1	14.4	54.0	20	1	No	16.11
Twbload	7028	13.9	382	19	2	13.9	382.0	19	2	No	15.11
Twbload	7029	13.6	380	19	2	13.6	380.0	19	2	No	15.11
Twbload	7030	12.9	941	18	5	12.9	941.0	18	5	No	15.11
Twbload	7031	12.0	390	18	2	12.0	390.0	18	2	No	15.11
Twbload	7032	11.7	392	17	2	11.7	392.0	17	2	No	15.11
Twbload	7033	11.2	55	17	1	11.2	55.0	17	1	No	15.11
Twbload	7034	10.2	54	16	1	10.2	54.0	16	1	No	15.11
Twbload	7035	10.2	55	16	1	10.2	55.0	16	1	No	15.11
Twbload	7036	9.7	54	15	1	9.7	54.0	15	1	No	15.11
Twbload	7037	9.7	53	15	1	9.7	53.0	15	1	No	15.11
Twbload	7038	9.4	54	15	1	9.4	54.0	15	1	No	15.11
Twbload	7039	11.2	54	17	1	11.2	54.0	17	1	No	15.11
Twbload	7040	11.7	54	17	1	11.7	54.0	17	1	No	15.11
Twbload	7041	11.7	55	17	1	11.7	55.0	17	1	No	15.11
Twbload	7042	12.4	386	18	2	12.4	386.0	18	2	No	15.11
Twbload	7043	12.7	54	18	1	12.7	54.0	18	1	No	15.11
Twbload	7044	12.2	54	18	1	12.2	54.0	18	1	No	15.11
Twbload	7045	11.7	55	17	1	11.7	55.0	17	1	No	15.11
Twbload	7046	12.2	54	18	1	12.2	54.0	18	1	No	15.11
Twbload	7047	11.5	55	17	1	11.5	55.0	17	1	No	15.11
Twbload	7048	10.6	55	16	1	10.6	55.0	16	1	No	15.11
Twbload	7049	10.1	54	16	1	10.1	54.0	16	1	No	15.11
Twbload	7050	10.1	54	16	1	10.1	54.0	16	1	No	15.11
Twbload	7051	9.0	54	15	1	9.0	54.0	15	1	No	15.11
Twbload	7052	8.8	54	14	1	8.8	54.0	14	1	No	15.11
Twbload	7053	8.3	55	14	1	8.3	55.0	14	1	No	15.11
Twbload	7054	8.2	55	14	1	8.2	55.0	14	1	No	15.11
Twbload	7055	8.5	54	14	1	8.5	54.0	14	1	No	15.11
Twbload	7056	8.2	55	14	1	8.2	55.0	14	1	No	15.11
Twbload	7057	7.4	55	13	1	7.4	55.0	13	1	No	15.11
Twbload	7058	7.1	54	13	1	7.1	54.0	13	1	No	15.11
Twbload	7059	6.8	55	12	1	6.8	55.0	12	1	No	15.11
Twbload	7060	7.1	55	13	1	7.1	55.0	13	1	No	15.11
Twbload	7061	7.4	53	13	1	7.4	53.0	13	1	No	15.11
Twbload	7062	7.7	54	13	1	7.7	54.0	13	1	No	15.11
Twbload	7063	9.2	54	15	1	9.2	54.0	15	1	No	15.11
Twbload	7064	9.5	53	15	1	9.5	53.0	15	1	No	15.11
Twbload	7065	10.5	54	16	1	10.5	54.0	16	1	No	15.11
Twbload	7066	10.5	56	16	1	10.5	56.0	16	1	No	15.11
Twbload	7067	10.8	53	16	1	10.8	53.0	16	1	No	15.11
Twbload	7068	11.3	54	17	1	11.3	54.0	17	1	No	15.11
Twbload	7069	11.3	54	17	1	11.3	54.0	17	1	No	15.11
Twbload	7070	10.9	54	16	1	10.9	54.0	16	1	No	15.11
Twbload	7071	10.7	55	16	1	10.7	55.0	16	1	No	15.11
Twbload	7072	10.2	54	16	1	10.2	54.0	16	1	No	15.11
Twbload	7073	9.9	54	15	1	9.9	54.0	15	1	No	15.11
Twbload	7074	9.6	55	15	1	9.6	55.0	15	1	No	15.11
Twbload	7075	9.1	54	15	1	9.1	54.0	15	1	No	15.11
Twbload	7076	8.0	55	14	1	8.0	55.0	14	1	No	15.11
Twbload	7077	8.0	54	14	1	8.0	54.0	14	1	No	15.11
Twbload	7078	8.7	55	14	1	8.7	55.0	14	1	No	15.11
Twbload	7079	7.9	54	13	1	7.9	54.0	13	1	No	15.11
Twbload	7080	8.4	54	14	1	8.4	54.0	14	1	No	15.11
Twbload	7081	7.6	55	13	1	7.6	55.0	13	1	No	15.11
Twbload	7082	7.6	54	13	1	7.6	54.0	13	1	No	15.11
Twbload	7083	7.3	54	13	1	7.3	54.0	13	1	No	15.11
Twbload	7084	8.1	54	14	1	8.1	54.0	14	1	No	15.11
Twbload	7085	7.3	54	13	1	7.3	54.0	13	1	No	15.11
Twbload	7086	7.3	54	13	1	7.3	54.0	13	1	No	15.11
Twbload	7087	9.7	53	15	1	9.7	53.0	15	1	No	15.11
Twbload	7088	10.5	54	16	1	10.5	54.0	16	1	No	15.11
Twbload	7089	11.2	956	17	5	11.2	956.0	17	5	No	15.11
Twbload	7090	11.6	402	17	2	11.6	402.0	17	2	No	15.11
Twbload	7091	12.0	493	18	3	12.0	493.0	18	3	No	15.11
Twbload	7092	12.3	483	18	3	12.3	483.0	18	3	No	15.11
Twbload	7093	12.2	579	18	3	12.2	579.0	18	3	No	15.11
Twbload	7094	13.0	1061	19	6	13.0	1061.0	19	6	No	16.11
Twbload	7095	13.2	1018	19	6	13.2	1018.0	19	6	No	16.11
Twbload	7096	12.9	981	18	5	12.9	981.0	18	5	No	15.11
Twbload	7097	13.8	496	19	3	13.8	496.0	19	3	No	16.11
Twbload	7098	12.0	54	18	1	12.0	54.0	18	1	No	15.11
Twbload	7099	11.7	55	17	1	11.7	55.0	17	1	No	15.11
Twbload	7100	11.7	55	17	1	11.7	55.0	17	1	No	15.11
Twbload	7101	12.3	55	18	1	12.3	55.0	18	1	No	15.11
Twbload	7102	12.1	863	18	5	12.1	863.0	18	5	No	15.11
Twbload	7103	12.6	55	18	1	12.6	55.0	18	1	No	15.11
Twbload	7104	11.8	53	17	1	11.8	53.0	17	1	No	15.11
Twbload	7105	11.8	56	17	1	11.8	56.0	17	1	No	15.11
Twbload	7106	11.2	53	17	1	11.2	53.0	17	1	No	15.11
Twbload	7107	10.2	54	16	1	10.2	54.0	16	1	No	15.11
Twbload	7108	11.2	54	17	1	11.2	54.0	17	1	No	15.11
Twbload	7109	9.7	340	15	2	9.7	340.0	15	2	No	15.11
Twbload	7110	11.0	784	17	4	11.0	784.0	17	4	No	15.11
Twbload	7111	11.8	405	17	2	11.8	405.0	17	2	No	15.11
Twbload	7112	12.8	461	18	3	12.8	461.0	18	3	No	15.11
Twbload	7113	13.5	478	19	3	13.5	478.0	19	3	No	16.11
Twbload	7114	15.1	547	21	3	15.1	547.0	21	3	No	18.11
Twbload	7115	15.3	607	21	3	15.3	607.0	21	3	No	18.11
Twbload	7116	15.7	1264	21	7	15.7	1264.0	21	7	No	18.11
Twbload	7117	16.9	1170	22	6	16.9	1170.0	22	6	No	19.11
Twbload	7118	16.9	1158	22	6	16.9	1158.0	22	6	No	19.11
Twbload	7119	17.4	1164	23	6	17.4	1164.0	23	6	No	20.11
Twbload	7120	16.6	1109	22	6	16.6	1109.0	22	6	No	19.11
Twbload	7121	16.4	969	22	5	16.4	969.0	22	5	No	19.11
Twbload	7122	16.6	518	22	3	16.6	518.0	22	3	No	19.11
Twbload	7123	16.1	493	22	3	16.1	493.0	22	3	No	19.11
Twbload	7124	15.6	494	21	3	15.6	494.0	21	3	No	18.11
Twbload	7125	15.3	473	21	3	15.3	473.0	21	3	No	18.11
Twbload	7126	15.4	589	21	3	15.4	589.0	21	3	No	18.11
Twbload	7127	14.9	503	20	3	14.9	503.0	20	3	No	17.11
Twbload	7128	14.6	496	20	3	14.6	496.0	20	3	No	17.11
Twbload	7129	14.3	1214	20	7	14.3	1214.0	20	7	No	17.11
Twbload	7130	13.7	983	19	5	13.7	983.0	19	5	No	16.11
Twbload	7131	13.9	955	19	5	13.9	955.0	19	5	No	16.11
Twbload	7132	14.0	931	20	5	14.0	931.0	20	5	No	17.11
Twbload	7133	13.4	949	19	5	13.4	949.0	19	5	No	16.11
Twbload	7134	14.8	968	20	5	14.8	968.0	20	5	No	17.11
Twbload	7135	15.0	982	21	5	15.0	982.0	21	5	No	18.11
Twbload	7136	15.0	1045	21	6	15.0	1045.0	21	6	No	18.11
Twbload	7137	15.2	1094	21	6	15.2	1094.0	21	6	No	18.11
Twbload	7138	16.1	473	22	3	16.1	473.0	22	3	No	19.11
Twbload	7139	17.2	1236	23	7	17.2	1236.0	23	7	No	20.11
Twbload	7140	18.1	1291	24	7	18.1	1291.0	24	7	No	21.11
Twbload	7141	17.1	1303	23	7	17.1	1303.0	23	7	No	20.11
Twbload	7142	17.3	1223	23	7	17.3	1223.0	23	7	No	20.11
Twbload	7143	17.4	1211	23	6	17.4	1211.0	23	6	No	20.11
Twbload	7144	16.7	1123	22	6	16.7	1123.0	22	6	No	19.11
Twbload	7145	16.7	868	22	5	16.7	868.0	22	5	No	19.11
Twbload	7146	16.8	522	22	3	16.8	522.0	22	3	No	19.11
Twbload	7147	17.2	531	23	3	17.2	531.0	23	3	No	20.11
Twbload	7148	17.3	531	23	3	17.3	531.0	23	3	No	20.11
Twbload	7149	17.1	527	23	3	17.1	527.0	23	3	No	20.11
Twbload	7150	16.7	1168	22	6	16.7	1168.0	22	6	No	19.11
Twbload	7151	16.9	555	22	3	16.9	555.0	22	3	No	19.11
Twbload	7152	16.4	539	22	3	16.4	539.0	22	3	No	19.11
Twbload	7153	16.0	1200	22	6	16.0	1200.0	22	6	No	19.11
Twbload	7154	15.6	1053	21	6	15.6	1053.0	21	6	No	18.11
Twbload	7155	15.6	974	21	5	15.6	974.0	21	5	No	18.11
Twbload	7156	15.6	963	21	5	15.6	963.0	21	5	No	18.11
Twbload	7157	15.6	965	21	5	15.6	965.0	21	5	No	18.11
Twbload	7158	15.6	976	21	5	15.6	976.0	21	5	No	18.11
Twbload	7159	15.3	997	21	5	15.3	997.0	21	5	No	18.11
Twbload	7160	15.6	1035	21	6	15.6	1035.0	21	6	No	18.11
Twbload	7161	16.1	1059	22	6	16.1	1059.0	22	6	No	19.11
Twbload	7162	16.1	1032	22	6	16.1	1032.0	22	6	No	19.11
Twbload	7163	16.5	577	22	3	16.5	577.0	22	3	No	19.11
Twbload	7164	16.8	1119	22	6	16.8	1119.0	22	6	No	19.11
Twbload	7165	17.5	1165	23	6	17.5	1165.0	23	6	No	20.11
Twbload	7166	17.6	1211	23	6	17.6	1211.0	23	6	No	20.11
Twbload	7167	17.4	1200	23	6	17.4	1200.0	23	6	No	20.11
Twbload	7168	17.2	1150	23	6	17.2	1150.0	23	6	No	20.11
Twbload	7169	16.9	1000	22	5	16.9	1000.0	22	5	No	19.11
Twbload	7170	16.3	475	22	3	16.3	475.0	22	3	No	19.11
Twbload	7171	16.1	477	22	3	16.1	477.0	22	3	No	19.11
Twbload	7172	15.9	466	21	3	15.9	466.0	21	3	No	18.11
Twbload	7173	16.1	465	22	3	16.1	465.0	22	3	No	19.11
Twbload	7174	16.1	1069	22	6	16.1	1069.0	22	6	No	19.11
Twbload	7175	15.8	494	21	3	15.8	494.0	21	3	No	18.11
Twbload	7176	15.9	493	21	3	15.9	493.0	21	3	No	18.11
Twbload	7177	15.9	1010	21	5	15.9	1010.0	21	5	No	18.11
Twbload	7178	15.6	1006	21	5	15.6	1006.0	21	5	No	18.11
Twbload	7179	15.9	969	21	5	15.9	969.0	21	5	No	18.11
Twbload	7180	15.9	957	21	5	15.9	957.0	21	5	No	18.11
Twbload	7181	15.9	975	21	5	15.9	975.0	21	5	No	18.11
Twbload	7182	15.9	998	21	5	15.9	998.0	21	5	No	18.11
Twbload	7183	16.4	1021	22	6	16.4	1021.0	22	6	No	19.11
Twbload	7184	16.4	1051	22	6	16.4	1051.0	22	6	No	19.11
Twbload	7185	16.6	1073	22	6	16.6	1073.0	22	6	No	19.11
Twbload	7186	16.8	607	22	3	16.8	607.0	22	3	No	19.11
Twbload	7187	17.0	973	23	5	17.0	973.0	23	5	No	20.11
Twbload	7188	16.7	1126	22	6	16.7	1126.0	22	6	No	19.11
Twbload	7189	16.9	1121	22	6	16.9	1121.0	22	6	No	19.11
Twbload	7190	17.0	1128	23	6	17.0	1128.0	23	6	No	20.11
Twbload	7191	17.0	1107	23	6	17.0	1107.0	23	6	No	20.11
Twbload	7192	16.8	1062	22	6	16.8	1062.0	22	6	No	19.11
Twbload	7193	16.5	945	22	5	16.5	945.0	22	5	No	19.11
Twbload	7194	16.3	504	22	3	16.3	504.0	22	3	No	19.11
Twbload	7195	16.3	503	22	3	16.3	503.0	22	3	No	19.11
Twbload	7196	15.8	499	21	3	15.8	499.0	21	3	No	18.11
Twbload	7197	15.6	490	21	3	15.6	490.0	21	3	No	18.11
Twbload	7198	15.3	1134	21	6	15.3	1134.0	21	6	No	18.11
Twbload	7199	14.8	485	20	3	14.8	485.0	20	3	No	17.11
Twbload	7200	14.8	475	20	3	14.8	475.0	20	3	No	17.11
Twbload	7201	14.6	504	20	3	14.6	504.0	20	3	No	17.11
Twbload	7202	14.6	470	20	3	14.6	470.0	20	3	No	17.11
Twbload	7203	14.6	475	20	3	14.6	475.0	20	3	No	17.11
Twbload	7204	14.2	469	20	3	14.2	469.0	20	3	No	17.11
Twbload	7205	13.9	463	19	3	13.9	463.0	19	3	No	16.11
Twbload	7206	13.4	690	19	4	13.4	690.0	19	4	No	16.11
Twbload	7207	13.7	368	19	2	13.7	368.0	19	2	No	15.11
Twbload	7208	13.9	54	19	1	13.9	54.0	19	1	No	15.11
Twbload	7209	14.9	481	20	3	14.9	481.0	20	3	No	17.11
Twbload	7210	15.3	478	21	3	15.3	478.0	21	3	No	18.11
Twbload	7211	14.9	469	20	3	14.9	469.0	20	3	No	17.11
Twbload	7212	14.1	746	20	4	14.1	746.0	20	4	No	17.11
Twbload	7213	14.4	55	20	1	14.4	55.0	20	1	No	16.11
Twbload	7214	14.4	495	20	3	14.4	495.0	20	3	No	17.11
Twbload	7215	14.8	659	20	4	14.8	659.0	20	4	No	17.11
Twbload	7216	14.2	55	20	1	14.2	55.0	20	1	No	16.11
Twbload	7217	14.0	54	20	1	14.0	54.0	20	1	No	16.11
Twbload	7218	14.3	507	20	3	14.3	507.0	20	3	No	17.11
Twbload	7219	14.1	355	20	2	14.1	355.0	20	2	No	16.11
Twbload	7220	14.1	55	20	1	14.1	55.0	20	1	No	16.11
Twbload	7221	13.8	477	19	3	13.8	477.0	19	3	No	16.11
Twbload	7222	13.5	493	19	3	13.5	493.0	19	3	No	16.11
Twbload	7223	13.3	550	19	3	13.3	550.0	19	3	No	16.11
Twbload	7224	13.0	56	19	1	13.0	56.0	19	1	No	15.11
Twbload	7225	12.8	55	18	1	12.8	55.0	18	1	No	15.11
Twbload	7226	12.5	466	18	3	12.5	466.0	18	3	No	15.11
Twbload	7227	12.2	578	18	3	12.2	578.0	18	3	No	15.11
Twbload	7228	12.0	54	18	1	12.0	54.0	18	1	No	15.11
Twbload	7229	11.5	54	17	1	11.5	54.0	17	1	No	15.11
Twbload	7230	11.7	497	17	3	11.7	497.0	17	3	No	15.11
Twbload	7231	11.5	54	17	1	11.5	54.0	17	1	No	15.11
Twbload	7232	11.2	545	17	3	11.2	545.0	17	3	No	15.11
Twbload	7233	10.0	54	16	1	10.0	54.0	16	1	No	15.11
Twbload	7234	10.7	560	16	3	10.7	560.0	16	3	No	15.11
Twbload	7235	10.7	573	16	3	10.7	573.0	16	3	No	15.11
Twbload	7236	10.9	55	16	1	10.9	55.0	16	1	No	15.11
Twbload	7237	11.4	54	17	1	11.4	54.0	17	1	No	15.11
Twbload	7238	12.0	55	18	1	12.0	55.0	18	1	No	15.11
Twbload	7239	12.0	53	18	1	12.0	53.0	18	1	No	15.11
Twbload	7240	11.8	579	17	3	11.8	579.0	17	3	No	15.11
Twbload	7241	11.3	54	17	1	11.3	54.0	17	1	No	15.11
Twbload	7242	11.3	340	17	2	11.3	340.0	17	2	No	15.11
Twbload	7243	11.3	53	17	1	11.3	53.0	17	1	No	15.11
Twbload	7244	11.5	494	17	3	11.5	494.0	17	3	No	15.11
Twbload	7245	11.5	53	17	1	11.5	53.0	17	1	No	15.11
Twbload	7246	11.3	54	17	1	11.3	54.0	17	1	No	15.11
Twbload	7247	11.5	592	17	3	11.5	592.0	17	3	No	15.11
Twbload	7248	11.5	53	17	1	11.5	53.0	17	1	No	15.11
Twbload	7249	11.3	524	17	3	11.3	524.0	17	3	No	15.11
Twbload	7250	11.0	511	17	3	11.0	511.0	17	3	No	15.11
Twbload	7251	11.0	480	17	3	11.0	480.0	17	3	No	15.11
Twbload	7252	10.5	465	16	3	10.5	465.0	16	3	No	15.11
Twbload	7253	9.9	54	15	1	9.9	54.0	15	1	No	15.11
Twbload	7254	9.9	54	15	1	9.9	54.0	15	1	No	15.11
Twbload	7255	9.9	283	15	2	9.9	283.0	15	2	No	15.11
Twbload	7256	9.9	605	15	3	9.9	605.0	15	3	No	15.11
Twbload	7257	9.7	82	15	1	9.7	82.0	15	1	No	15.11
Twbload	7258	9.4	53	15	1	9.4	53.0	15	1	No	15.11
Twbload	7259	9.4	54	15	1	9.4	54.0	15	1	No	15.11
Twbload	7260	9.4	375	15	2	9.4	375.0	15	2	No	15.11
Twbload	7261	9.1	54	15	1	9.1	54.0	15	1	No	15.11
Twbload	7262	8.8	54	14	1	8.8	54.0	14	1	No	15.11
Twbload	7263	8.6	53	14	1	8.6	53.0	14	1	No	15.11
Twbload	7264	8.6	494	14	3	8.6	494.0	14	3	No	15.11
Twbload	7265	8.3	54	14	1	8.3	54.0	14	1	No	15.11
Twbload	7266	8.0	54	14	1	8.0	54.0	14	1	No	15.11
Twbload	7267	7.5	54	13	1	7.5	54.0	13	1	No	15.11
Twbload	7268	7.2	490	13	3	7.2	490.0	13	3	No	15.11
Twbload	7269	7.2	363	13	2	7.2	363.0	13	2	No	15.11
Twbload	7270	6.9	503	12	3	6.9	503.0	12	3	No	15.11
Twbload	7271	6.4	53	12	1	6.4	53.0	12	1	No	15.11
Twbload	7272	5.6	53	11	1	5.6	53.0	11	1	No	15.11
Twbload	7273	5.6	54	11	1	5.6	54.0	11	1	No	15.11
Twbload	7274	5.6	53	11	1	5.6	53.0	11	1	No	15.11
Twbload	7275	5.6	53	11	1	5.6	53.0	11	1	No	15.11
Twbload	7276	5.6	53	11	1	5.6	53.0	11	1	No	15.11
Twbload	7277	5.1	54	11	1	5.1	54.0	11	1	No	15.11
Twbload	7278	5.3	54	11	1	5.3	54.0	11	1	No	15.11
Twbload	7279	4.8	54	10	1	4.8	54.0	10	1	No	15.11
Twbload	7280	4.8	53	10	1	4.8	53.0	10	1	No	15.11
Twbload	7281	5.1	53	11	1	5.1	53.0	11	1	No	15.11
Twbload	7282	5.1	353	11	2	5.1	353.0	11	2	No	15.11
Twbload	7283	5.1	53	11	1	5.1	53.0	11	1	No	15.11
Twbload	7284	4.5	53	10	1	4.5	53.0	10	1	No	15.11
Twbload	7285	5.1	54	11	1	5.1	54.0	11	1	No	15.11
Twbload	7286	5.1	54	11	1	5.1	54.0	11	1	No	15.11
Twbload	7287	5.1	52	11	1	5.1	52.0	11	1	No	15.11
Twbload	7288	5.1	53	11	1	5.1	53.0	11	1	No	15.11
Twbload	7289	5.1	52	11	1	5.1	52.0	11	1	No	15.11
Twbload	7290	5.1	52	11	1	5.1	52.0	11	1	No	15.11
Twbload	7291	4.8	54	10	1	4.8	54.0	10	1	No	15.11
Twbload	7292	5.1	55	11	1	5.1	55.0	11	1	No	15.11
Twbload	7293	4.5	53	10	1	4.5	53.0	10	1	No	15.11
Twbload	7294	4.5	54	10	1	4.5	54.0	10	1	No	15.11
Twbload	7295	4.5	54	10	1	4.5	54.0	10	1	No	15.11
Twbload	7296	4.5	53	10	1	4.5	53.0	10	1	No	15.11
Twbload	7297	4.3	53	10	1	4.3	53.0	10	1	No	15.11
Twbload	7298	4.8	53	10	1	4.8	53.0	10	1	No	15.11
Twbload	7299	5.1	53	11	1	5.1	53.0	11	1	No	15.11
Twbload	7300	4.8	53	10	1	4.8	53.0	10	1	No	15.11
Twbload	7301	4.8	54	10	1	4.8	54.0	10	1	No	15.11
Twbload	7302	5.1	52	11	1	5.1	52.0	11	1	No	15.11
Twbload	7303	5.4	52	11	1	5.4	52.0	11	1	No	15.11
Twbload	7304	6.2	53	12	1	6.2	53.0	12	1	No	15.11
Twbload	7305	6.8	556	12	3	6.8	556.0	12	3	No	15.11
Twbload	7306	6.6	631	12	4	6.6	631.0	12	4	No	15.11
Twbload	7307	7.4	53	13	1	7.4	53.0	13	1	No	15.11
Twbload	7308	7.5	54	13	1	7.5	54.0	13	1	No	15.11
Twbload	7309	7.3	779	13	4	7.3	779.0	13	4	No	15.11
Twbload	7310	7.5	53	13	1	7.5	53.0	13	1	No	15.11
Twbload	7311	7.7	54	13	1	7.7	54.0	13	1	No	15.11
Twbload	7312	7.4	53	13	1	7.4	53.0	13	1	No	15.11
Twbload	7313	7.4	53	13	1	7.4	53.0	13	1	No	15.11
Twbload	7314	7.4	54	13	1	7.4	54.0	13	1	No	15.11
Twbload	7315	6.8	54	12	1	6.8	54.0	12	1	No	15.11
Twbload	7316	6.1	53	12	1	6.1	53.0	12	1	No	15.11
Twbload	7317	5.5	563	11	3	5.5	563.0	11	3	No	15.11
Twbload	7318	5.2	726	11	4	5.2	726.0	11	4	No	15.11
Twbload	7319	5.2	515	11	3	5.2	515.0	11	3	No	15.11
Twbload	7320	4.1	54	10	1	4.1	54.0	10	1	No	15.11
Twbload	7321	4.2	53	10	1	4.2	53.0	10	1	No	15.11
Twbload	7322	4.8	350	10	2	4.8	350.0	10	2	No	15.11
Twbload	7323	5.0	574	11	3	5.0	574.0	11	3	No	15.11
Twbload	7324	5.0	53	11	1	5.0	53.0	11	1	No	15.11
Twbload	7325	4.8	520	10	3	4.8	520.0	10	3	No	15.11
Twbload	7326	5.2	52	11	1	5.2	52.0	11	1	No	15.11
Twbload	7327	5.7	422	11	3	5.7	422.0	11	3	No	15.11
Twbload	7328	5.7	415	11	3	5.7	415.0	11	3	No	15.11
Twbload	7329	6.2	413	12	2	6.2	413.0	12	2	No	15.11
Twbload	7330	5.9	54	11	1	5.9	54.0	11	1	No	15.11
Twbload	7331	6.6	424	12	3	6.6	424.0	12	3	No	15.11
Twbload	7332	6.9	431	12	3	6.9	431.0	12	3	No	15.11
Twbload	7333	6.3	446	12	3	6.3	446.0	12	3	No	15.11
Twbload	7334	6.8	460	12	3	6.8	460.0	12	3	No	15.11
Twbload	7335	6.8	461	12	3	6.8	461.0	12	3	No	15.11
Twbload	7336	6.6	440	12	3	6.6	440.0	12	3	No	15.11
Twbload	7337	6.3	629	12	4	6.3	629.0	12	4	No	15.11
Twbload	7338	6.3	54	12	1	6.3	54.0	12	1	No	15.11
Twbload	7339	6.0	54	12	1	6.0	54.0	12	1	No	15.11
Twbload	7340	5.8	53	11	1	5.8	53.0	11	1	No	15.11
Twbload	7341	5.5	54	11	1	5.5	54.0	11	1	No	15.11
Twbload	7342	5.0	428	11	3	5.0	428.0	11	3	No	15.11
Twbload	7343	4.4	54	10	1	4.4	54.0	10	1	No	15.11
Twbload	7344	4.4	53	10	1	4.4	53.0	10	1	No	15.11
Twbload	7345	4.3	423	10	3	4.3	423.0	10	3	No	15.11
Twbload	7346	3.4	375	9	2	3.4	375.0	9	2	No	15.11
Twbload	7347	3.7	53	9	1	3.7	53.0	9	1	No	15.11
Twbload	7348	4.0	54	10	1	4.0	54.0	10	1	No	15.11
Twbload	7349	3.4	53	9	1	3.4	53.0	9	1	No	15.11
Twbload	7350	3.6	54	9	1	3.6	54.0	9	1	No	15.11
Twbload	7351	3.9	54	9	1	3.9	54.0	9	1	No	15.11
Twbload	7352	4.5	367	10	2	4.5	367.0	10	2	No	15.11
